rec_id,culture,sex,given_name,surname,date_of_birth
rec-311-org,afr,f,inah,omagbaluwaje,19770920
rec-312-org,afr,f,bolaji,hoffman,19900103
rec-313-org,afr,,simisola,akdag,19521211
rec-314-org,afr,f,mesinyane,russell,19400618
rec-315-org,afr,f,konata,kosgei,19831111
rec-316-org,afr,f,chazmin,bamigboye,19401006
rec-317-org,afr,f,zuka,deru,19430720
rec-318-org,afr,f,ruzuna,mudala,19720604
rec-319-org,afr,m,taninna,engelbrecht,19600615
rec-320-org,afr,f,dotse,nakabale,19730612
rec-321-org,afr,f,kwasausya,mathibela,19610304
rec-322-org,afr,f,mestawot,adefope,19751031
rec-323-org,afr,f,malebogo,nwakaeme,19970924
rec-324-org,afr,f,fabayo,heard,
rec-325-org,afr,f,adedayo,mhlongo,
rec-326-org,afr,f,messina,warwick,19560313
rec-327-org,afr,f,sakyrah,onaolapo,19711231
rec-328-org,afr,f,lesala,aghoghovbia,19930728
rec-329-org,afr,m,blada,munyaka,20020611
rec-330-org,afr,m,ozoechina,maasdorp,19610306
rec-331-org,afr,f,kwatefo,post,19931105
rec-332-org,afr,f,kobla,mutyaba,19791204
rec-333-org,afr,,rayyan,carr,19901218
rec-334-org,afr,f,ananse,wedel,19890819
rec-335-org,afr,f,joldia,dettmar,19720415
rec-336-org,afr,f,mashaka,mothopeng,19880218
rec-337-org,afr,f,uchechukwu,disu,19520816
rec-338-org,afr,,visolela,bareebe,20000424
rec-339-org,afr,f,bonolo,nguirmamaramama,19680516
rec-340-org,afr,,alara,tuohy,20010616
rec-341-org,afr,,oroni,lethbridge,19470811
rec-342-org,afr,,fanja,nkomo,19780514
rec-343-org,afr,,nasseri,mpensele,19510827
rec-344-org,afr,f,obierika,scriven,19960423
rec-345-org,afr,m,adinew,kaita,19640305
rec-346-org,afr,f,nini,holdaway,19520223
rec-347-org,afr,m,namambo,nyambane,19641030
rec-348-org,afr,,chikondi,shivas,
rec-349-org,afr,f,amawal,root,19620304
rec-350-org,afr,m,kossi,develing,20000830
rec-351-org,afr,f,messina,matibini,19700609
rec-352-org,afr,f,soda,kahin,19970408
rec-353-org,afr,f,dipuo,akinremi,19811125
rec-354-org,afr,f,muriuki,,19630717
rec-355-org,afr,f,uvatera,mutesa,
rec-356-org,afr,m,chiemeka,rwabwogo,19900112
rec-357-org,afr,f,abana,kuck,19421214
rec-358-org,afr,f,issam,bamfuchile,19801011
rec-359-org,afr,m,safina,mwenya,19900819
rec-360-org,afr,f,nwakibie,grantham,19721128
rec-361-org,afr,f,tariku,,19691231
rec-362-org,afr,f,lalamika,lowis,20020509
rec-363-org,afr,,olorun,macgoye,19741012
rec-364-org,afr,f,kedimukofo,waddell,19830911
rec-365-org,afr,f,mtume,hanslo,19651030
rec-366-org,afr,m,ashantee,kamwana,19540411
rec-367-org,afr,m,ashunti,thomalla,19881205
rec-368-org,afr,f,buqisi,akinrinade,19521125
rec-369-org,afr,,tfit,piggott,19710226
rec-370-org,afr,,ajoke,yaseen,19450506
rec-371-org,afr,f,osahar,milton,
rec-372-org,afr,f,egonwanne,deburgh,19640613
rec-373-org,afr,,gatsha,,19730528
rec-374-org,afr,f,miata,kiggundu,
rec-375-org,afr,f,himidi,mcleod,19820607
rec-376-org,afr,,nega,,
rec-377-org,afr,f,akweley,naikuni,19720404
rec-378-org,afr,f,ilom,chiwambo,19440205
rec-379-org,afr,f,faida,muter,19560526
rec-380-org,afr,f,edet,simba,19841116
rec-381-org,afr,m,chinwenma,badersbach,19600724
rec-382-org,afr,f,jideofor,mpofu,19900816
rec-383-org,afr,f,miremba,shikoyi,19961016
rec-384-org,afr,m,izefia,maynard,19550110
rec-385-org,afr,f,msiba,justus,19880122
rec-386-org,afr,f,akwasiba,lucky,19480831
rec-387-org,afr,f,ndila,mtambo,19590521
rec-388-org,afr,f,amma,iyasu,19821026
rec-389-org,afr,f,,mathieson,19791221
rec-390-org,afr,f,imena,mbekeni,19570428
rec-391-org,afr,f,sanyu,pfiel,
rec-392-org,afr,f,mukupa,uloko,19400910
rec-393-org,afr,m,savion,bainbridge,19981110
rec-394-org,afr,,siphiwe,chirwa,19700613
rec-395-org,afr,,adergazuz,ombiji,19901013
rec-396-org,afr,f,koshi,kabugo,
rec-397-org,afr,f,ekela,starling,20011215
rec-398-org,afr,f,tegama,schaefer,19710923
rec-399-org,afr,f,chuma,sikalumba,
rec-400-org,afr,f,mun,mwangelwa,20001227
rec-401-org,afr,f,tadla,dekoker,19840923
rec-402-org,afr,f,boitumelo,dekker,19600507
rec-403-org,afr,f,laneece,twaha,20020416
rec-404-org,afr,,sarki,muloongo,19810322
rec-405-org,afr,f,zarifa,chilemba,19780710
rec-406-org,afr,,akinkawon,spotswood,19710508
rec-407-org,afr,f,maua,whitton,19810906
rec-408-org,afr,,omavi,bang,19841226
rec-409-org,afr,,takeyah,ngubane,20020219
rec-410-org,afr,f,onyeorulu,chipampe,
rec-411-org,afr,f,dahoma,visagie,19941021
rec-412-org,afr,f,ayobunmi,marom,
rec-413-org,afr,f,dashi,gilstain,20020822
rec-414-org,afr,,afamefula,osunwa,19460111
rec-415-org,afr,,,nyasa,
rec-416-org,afr,,chiriga,ebrahim,19690614
rec-417-org,afr,f,jideofor,arikan,19440810
rec-418-org,afr,,boitumelo,kasoma,19511031
rec-419-org,afr,f,ssanyu,saacks,19860512
rec-420-org,afr,,magriet,kemboi,19601127
rec-421-org,afr,f,ebelegbul,mazibuko,19810830
rec-422-org,afr,f,matumaini,adeleke,19430902
rec-423-org,afr,,lamile,hinga,19820408
rec-424-org,afr,f,meligqili,lagrange,
rec-425-org,afr,f,mukupa,kones,19700506
rec-426-org,afr,,chidike,mizen,19420512
rec-427-org,afr,,fodeba,quashi,19570407
rec-428-org,afr,f,chumachienda,sheperd,
rec-429-org,afr,f,danladi,yelverton,19951026
rec-430-org,afr,,hadiza,adegoke,19961210
rec-431-org,afr,f,chielo,bulti,20020201
rec-432-org,afr,f,manyara,mpoy,19790603
rec-433-org,afr,,jenebi,soobramoney,19600513
rec-434-org,afr,f,kidist,situwa,19830214
rec-435-org,afr,f,akili,fynn,19491207
rec-436-org,afr,f,siaka,ntegamahe,19450621
rec-437-org,afr,f,mwaria,woodmore,19680425
rec-438-org,afr,f,tella,paulos,19900205
rec-439-org,afr,f,amahle,metu,19520304
rec-440-org,afr,m,oluwafemi,kaffo,19691101
rec-441-org,afr,,tefle,shaw,
rec-442-org,afr,f,ega,ungerer,19910324
rec-443-org,afr,f,bikita,ghaffur,19550908
rec-444-org,afr,,moneim,sekitoleko,19870821
rec-445-org,afr,f,wylette,luhanga,19840513
rec-446-org,afr,f,melisizwe,deklerk,19520803
rec-447-org,afr,m,damany,wadman,19650512
rec-448-org,afr,f,nontle,nalubamba,20021224
rec-449-org,afr,,tanesia,cassam,19760828
rec-450-org,afr,f,rakiboum,masondo,19440607
rec-451-org,afr,f,sibongile,sullaphen,19730408
rec-452-org,afr,f,kwatefo,bayisa,19490228
rec-453-org,afr,m,nomble,stretch,19420115
rec-454-org,afr,f,kambiri,tangus,19730710
rec-455-org,afr,m,telisa,ongao,19400218
rec-456-org,afr,f,chidera,bamlak,19910718
rec-457-org,afr,f,kamara,tuohy,19451002
rec-458-org,afr,f,agaja,crawford,19581017
rec-459-org,afr,f,makosa,kambani,19550819
rec-460-org,afr,f,sharlayne,ntuli,19730330
rec-461-org,afr,f,shermarke,gilfillan,19880124
rec-462-org,afr,m,abdelatif,rafiu,19470504
rec-463-org,afr,,fuvi,zakzaky,19840727
rec-464-org,afr,,ndiaye,mannel,19860330
rec-465-org,afr,m,eddah,leggat,19400517
rec-466-org,afr,f,ramla,akwu,19640927
rec-467-org,afr,f,faba,webdy,19780529
rec-468-org,afr,f,ityiarmbi,,19420213
rec-469-org,afr,f,shakha,heard,19940401
rec-470-org,afr,f,malomo,rashed,19700427
rec-471-org,afr,f,tsamellal,jardim,19990510
rec-472-org,afr,m,adedewe,simbule,19400114
rec-473-org,afr,,nonduddum,onubogu,20020818
rec-474-org,afr,f,ezelagbo,nwankwo,20020113
rec-475-org,afr,f,miata,kigozi,19541108
rec-476-org,afr,,raziya,uzoenyi,19630115
rec-477-org,afr,f,nomafu,masheto,
rec-478-org,afr,,kigongo,,19710502
rec-479-org,afr,f,wanyonyi,nyombi,19750131
rec-480-org,afr,m,sifa,nduria,19660925
rec-481-org,afr,,masilahi,yekini,
rec-482-org,afr,f,zeffun,welgemoed,19770528
rec-483-org,afr,f,msafiri,kishoyian,19760508
rec-484-org,afr,m,kalisha,warugongo,19861226
rec-485-org,afr,f,biftu,musoke,19721006
rec-486-org,afr,m,deshiki,ganga,19880710
rec-487-org,afr,f,rubanza,shakalima,19430122
rec-488-org,afr,m,muhidini,ajumogobia,19950407
rec-489-org,afr,f,jahi,sadler,19480520
rec-490-org,afr,f,kakra,hewson,19490109
rec-491-org,afr,f,nyambura,shaban,
rec-492-org,afr,,phesheya,khumelo,19430215
rec-493-org,afr,f,tiye,ellman,19900104
rec-494-org,afr,f,himourana,mokoena,
rec-495-org,afr,f,nabdalsa,mtika,
rec-496-org,afr,f,barke,wanjiru,
rec-497-org,afr,f,morowa,kimble,19920827
rec-498-org,afr,f,chinasaek,chekoloka,19590804
rec-499-org,afr,f,shakha,ojokolu,19650831
rec-500-org,afr,f,fabayo,obi,20010903
rec-501-org,afr,f,nkunda,tolken,19820428
rec-502-org,afr,,iyapo,makwiza,
rec-503-org,afr,,tharbis,eygelaar,19860905
rec-504-org,afr,f,ajoke,umelo,19940519
rec-505-org,afr,f,,nyalugwe,19431022
rec-506-org,afr,f,mimum,chuula,19511215
rec-507-org,afr,,ezeji,simeza,19541225
rec-508-org,afr,f,niyay,goma,19990919
rec-509-org,afr,,tewolde,werikhe,19810115
rec-510-org,afr,f,kamdibe,okara,19970521
rec-511-org,afr,f,tindo,greiffenstein,20020320
rec-512-org,afr,f,dron,bahaina,19991014
rec-513-org,afr,f,,diederichs,19780420
rec-514-org,afr,,olapade,nothnagel,19900605
rec-515-org,afr,f,ifeoma,manyika,19500908
rec-516-org,afr,m,isioma,mullin,19960318
rec-517-org,afr,f,sittina,senyonga,19400514
rec-518-org,afr,m,nobuhle,gabolwelwe,19991002
rec-519-org,afr,f,citiwala,serrurier,
rec-520-org,afr,,sarda,katoka,19750713
rec-521-org,afr,m,colanda,,20011122
rec-522-org,afr,f,yalew,mukwanka,19860319
rec-523-org,afr,f,iza,levy,19730413
rec-524-org,afr,f,osayioniw,mbachu,20020119
rec-525-org,afr,,biyogo,naya,19990813
rec-526-org,afr,m,wekesa,gowers,19470602
rec-527-org,afr,,mwanjaa,sturges,19580219
rec-528-org,afr,m,nyofu,furo,19461117
rec-529-org,afr,,gathii,subano,19751001
rec-530-org,afr,f,ramat,awe,19801222
rec-531-org,afr,,ashitei,imboela,19930321
rec-532-org,afr,f,salehe,kasase,19871013
rec-533-org,afr,,anang,shongwe,19830623
rec-534-org,afr,f,gharibuu,alant,19610330
rec-535-org,afr,f,sobhuza,zweig,19420329
rec-536-org,afr,,chinan,changufu,
rec-537-org,afr,f,ras,group,
rec-538-org,afr,m,,maistry,19481014
rec-539-org,afr,f,tembo,akintoye,20021015
rec-540-org,afr,f,immeghar,raboroko,19450914
rec-541-org,afr,m,ozoemena,zegers,19970402
rec-542-org,afr,f,damiso,,19810718
rec-543-org,afr,f,akpenamawu,mbiti,19560909
rec-544-org,afr,f,sanura,mellet,19470126
rec-545-org,afr,f,kwatekwei,langeveldt,19441002
rec-546-org,afr,f,bagenda,ashira,19971229
rec-547-org,afr,f,fannah,winnicott,19620529
rec-548-org,afr,f,makonnen,,19580817
rec-549-org,afr,m,idomenyin,flatari,19660910
rec-550-org,afr,f,uwingabiy,leschinsky,19960829
rec-551-org,afr,m,,eneji,19540504
rec-552-org,afr,m,makena,mealing,19570120
rec-553-org,afr,f,namwaka,mauger,19470513
rec-554-org,afr,,madalitso,pratt,19410527
rec-555-org,afr,f,nourreddine,nduria,19550321
rec-556-org,afr,f,,payne,19610322
rec-557-org,afr,f,chibueze,nesbitt,19430719
rec-558-org,afr,f,klevon,reddy,19430214
rec-559-org,afr,f,zinachukw,were,19780828
rec-560-org,afr,f,tamrat,ofori,
rec-561-org,afr,m,enyi,kipchirchir,19440423
rec-562-org,afr,,osonduagwuike,kilimo,19640826
rec-563-org,afr,f,jamali,webdy,19800403
rec-564-org,afr,m,fogo,malungo,19620619
rec-565-org,afr,f,titilayo,bakabulindi,20000909
