rec_id,culture,sex,given_name,surname,date_of_birth
rec-53-org,afr,m,zaziwe,male,19640427
rec-54-org,afr,m,sowande,jubelius,19850325
rec-55-org,afr,f,nyimak,sianzyunge,
rec-56-org,afr,,masinisan,magnussen,
rec-57-org,afr,m,riitho,mans,19741021
rec-58-org,afr,f,takata,mudenda,19501009
rec-59-org,afr,f,tiye,styles,19620112
rec-60-org,afr,f,eijonnae,ahunanya,19500615
rec-61-org,afr,f,onyinye,taggart,19590502
rec-62-org,afr,f,thema,withinshaw,19420421
rec-63-org,afr,f,mukondi,mamoepa,19700318
rec-64-org,afr,m,lerato,goje,19920307
rec-65-org,afr,f,hawa,pletschke,19410529
rec-66-org,afr,f,awinagh,chela,19760526
rec-67-org,afr,f,nabukwasi,gathimba,19470923
rec-68-org,afr,f,ikuseghan,romer,
rec-69-org,afr,,agbenyaga,ubido,19900912
rec-70-org,afr,,wakiuru,dunkley,19860904
rec-71-org,afr,f,apiyo,moopeloa,19430624
rec-72-org,afr,f,nganga,kachikoti,19510919
rec-73-org,afr,,mamahutu,msimanga,19420322
rec-74-org,afr,f,azerwal,stiehler,19720519
rec-75-org,afr,f,chiemezie,bali,19720418
rec-76-org,afr,f,msiba,masai,
rec-77-org,afr,m,oge,nhova,19640822
rec-78-org,afr,f,efua,cham,19661125
rec-79-org,afr,f,akilil,fotso,19930623
rec-80-org,afr,f,yamikani,kavuta,20000602
rec-81-org,afr,f,mwinyimkuu,muigai,19671001
rec-82-org,afr,m,mezegubu,chicheleko,19670622
rec-83-org,afr,f,ghinjo,semenya,19750530
rec-84-org,afr,f,fumo,tosen,19740629
rec-85-org,afr,,velinda,nakalonga,19501226
rec-86-org,afr,m,onyinye,buhari,20000914
rec-87-org,afr,m,mpingo,wortmann,19680719
rec-88-org,afr,f,amente,kiragu,19990412
rec-89-org,afr,f,takata,yambayamba,19900831
rec-90-org,afr,f,yirdaw,inobia,19530929
rec-91-org,afr,f,evinder,mutapa,19860221
rec-92-org,afr,,zikoranachukwudimma,nicholls,19510916
rec-93-org,afr,,raphida,anyaoku,
rec-94-org,afr,,nangwaya,kande,19581008
rec-95-org,afr,f,sikitu,waterfall,19910913
rec-96-org,afr,f,kumsa,mthethwa,19840323
rec-97-org,afr,f,ejike,schultz,19890407
rec-98-org,afr,m,mawulawde,badman,19851108
rec-99-org,afr,,nagesa,mathew,19490509
rec-100-org,afr,,tedla,gillingham,19770529
rec-101-org,afr,f,waceera,mazimhaka,19670423
rec-102-org,afr,f,usiku,melesse,
rec-103-org,afr,f,,engelbrecht,19810609
rec-104-org,afr,,fankanonikaka,wakhungu,20000626
rec-105-org,afr,f,zwina,kantumoya,19540316
rec-106-org,afr,,aytarel,siapenga,
rec-107-org,afr,m,chinou,dahms,19540801
rec-108-org,afr,,olujimi,roscher,19551118
rec-109-org,afr,f,ayub,mayne,
rec-110-org,afr,,omobola,kuys,19541112
rec-111-org,afr,f,mukamutar,ejiro,19870901
rec-112-org,afr,,magano,renkin,
rec-113-org,afr,m,ahoto,,19481231
rec-114-org,afr,f,hassain,hikeezi,19540108
rec-115-org,afr,m,olatunyi,omoko,19840104
rec-116-org,afr,m,ghafar,muthuka,19910603
rec-117-org,afr,f,otito,pretorius,19481224
rec-118-org,afr,f,tecle,nsenga,
rec-119-org,afr,m,chinweike,waterfall,19720806
rec-120-org,afr,f,matojo,sterrenberg,19561215
rec-121-org,afr,f,abdelahi,umanankwe,19920102
rec-122-org,afr,f,desta,anguka,19800903
rec-123-org,afr,f,oseye,uttien,19460304
rec-124-org,afr,m,ganya,saltmarsh,19830922
rec-125-org,afr,,thandie,ghebru,19961217
rec-126-org,afr,f,,scotson,19410713
rec-127-org,afr,f,helina,erinle,19491030
rec-128-org,afr,m,nkemka,ghonda,19450531
rec-129-org,afr,m,modeira,villavicencio,19540217
rec-130-org,afr,,karimu,kiwanuka,
rec-131-org,afr,f,nsombi,nel,19840507
rec-132-org,afr,,shakarah,sibiya,20020913
rec-133-org,afr,f,heri,pinard,19470422
rec-134-org,afr,m,mganga,potas,
rec-135-org,afr,f,ikuseghan,chiluba,19461021
rec-136-org,afr,f,chuguel,baraza,19670510
rec-137-org,afr,f,feremusu,depace,19450928
rec-138-org,afr,m,ikem,beete,19620430
rec-139-org,afr,,chidimma,hiles,19520705
rec-140-org,afr,f,ndoro,siamapangila,19550501
rec-141-org,afr,m,ngo,dunde,
rec-142-org,afr,f,babafunmi,lesaar,20020427
rec-143-org,afr,f,,negedu,19790209
rec-144-org,afr,f,azland,isibor,19970726
rec-145-org,afr,f,berhare,spangenberg,19831219
rec-146-org,afr,,takfarinas,mweetwa,19811010
rec-147-org,afr,f,rumbidzai,phipps,19631229
rec-148-org,afr,,mukhtaar,naested,
rec-149-org,afr,f,belewa,chiedozie,
rec-150-org,afr,f,lauana,fodio,
rec-151-org,afr,f,kihara,binaisa,19940805
rec-152-org,afr,f,lolovivi,kasoko,19890319
rec-153-org,afr,m,sikose,field,19870630
rec-154-org,afr,f,changa,ziehl,20001201
rec-155-org,afr,,komla,oyieko,19500320
rec-156-org,afr,,dekka,karume,19880128
rec-157-org,afr,f,ogwanbi,neveling,19661209
rec-158-org,afr,f,njau,spiller,19620907
rec-159-org,afr,f,biftu,samaai,19820429
rec-160-org,afr,f,nagesa,kalu,19510208
rec-161-org,afr,f,himidi,jelagat,19901017
rec-162-org,afr,,dumetolisa,machila,19550608
rec-163-org,afr,f,tsekani,kgama,19950902
rec-164-org,afr,f,boniswa,gamble,19970509
rec-165-org,afr,f,keenyn,chabalengula,19490404
rec-166-org,afr,m,chijindum,bwanga,19701001
rec-167-org,afr,f,malomo,kagika,19890601
rec-168-org,afr,f,thandeka,ngozi,19741213
rec-169-org,afr,,mpyama,skead,19991123
rec-170-org,afr,f,amoke,siabasiye,19811128
rec-171-org,afr,f,yamikani,achon,19860916
rec-172-org,afr,f,seblewengel,baiya,
rec-173-org,afr,f,nwabudike,ayinla,19920617
rec-174-org,afr,f,hudham,lisher,19400113
rec-175-org,afr,m,afrika,germushuizen,19561029
rec-176-org,afr,m,chaga,menzies,19670602
rec-177-org,afr,,konjit,adipo,19661220
rec-178-org,afr,m,obiagaeli,mamora,19891107
rec-179-org,afr,f,mutiri,ikhouria,19970504
rec-180-org,afr,m,nadiya,chibile,19870723
rec-181-org,afr,f,tikinas,kibuule,19411116
rec-182-org,afr,f,mudiwa,lopuyet,19800722
rec-183-org,afr,,yaaasant,nworuh,19420610
rec-184-org,afr,f,shamsedeen,azikwe,19890826
rec-185-org,afr,f,akua,darge,19530903
rec-186-org,afr,f,amrus,michuki,
rec-187-org,afr,f,nomthanda,msango,19950803
rec-188-org,afr,f,ejiroghene,malilwe,19440708
rec-189-org,afr,m,ufanisi,kiplitany,19621024
rec-190-org,afr,f,kouty,turton,19540728
rec-191-org,afr,f,jamali,sitwala,19540501
rec-192-org,afr,m,tulu,madada,
rec-193-org,afr,m,ofodile,commins,19911112
rec-194-org,afr,f,mariamu,kozlowiecki,19981001
rec-195-org,afr,,mchumba,mukelebai,19680121
rec-196-org,afr,m,banfa,wanga,19400605
rec-197-org,afr,f,mkufunzi,rouse,19610526
rec-198-org,afr,m,ebezanzi,ekpoki,19930825
rec-199-org,afr,f,aho,wattley,19901120
rec-200-org,afr,f,eshetu,sodje,
rec-201-org,afr,f,beza,kambepera,19730624
rec-202-org,afr,f,jumaane,carpenter,20000607
rec-203-org,afr,f,jayde,ibiama,20010403
rec-204-org,afr,f,chioke,ngakame,19791114
rec-205-org,afr,f,tiziri,thurtell,19720224
rec-206-org,afr,f,ndunga,akufuna,19470524
rec-207-org,afr,f,wangai,welche,19440619
rec-208-org,afr,,bonolo,lacey,19571124
rec-209-org,afr,f,nadhari,kano,19921117
rec-210-org,afr,f,gzifa,atukunda,20000801
rec-211-org,afr,f,haamid,gitari,19981022
rec-212-org,afr,,jugurtha,oluwole,19990617
rec-213-org,afr,m,maamuni,subulwa,19660906
rec-214-org,afr,m,dags,langa,19920409
rec-215-org,afr,f,tenneh,mare,19640619
rec-216-org,afr,f,nyasha,scheepers,19490730
rec-217-org,afr,f,tekesha,odongo,19550702
rec-218-org,afr,,takatifu,hawkins,19821107
rec-219-org,afr,f,fabeni,goville,19680526
rec-220-org,afr,f,yinka,strand,19640810
rec-221-org,afr,f,foldae,nhlane,19420625
rec-222-org,afr,f,tafiti,flack,19630607
rec-223-org,afr,,modupe,chepkurui,19730523
rec-224-org,afr,f,lololi,tegenu,19850304
rec-225-org,afr,f,ekela,gaas,19410327
rec-226-org,afr,f,keanyandaarwa,goniwe,19951218
rec-227-org,afr,,fenda,gutjahr,19580707
rec-228-org,afr,,tkeyah,ladner,19890601
rec-229-org,afr,f,osahar,leyshan,19840409
rec-230-org,afr,f,mantsebo,wippenaar,19810207
rec-231-org,afr,,chinedu,kasim,19630913
rec-232-org,afr,f,mosemodi,sezibera,19870803
rec-233-org,afr,f,meklit,sebsebe,19641215
rec-234-org,afr,f,eylachew,kaminsa,19801101
rec-235-org,afr,f,ubanwa,beyene,19470401
rec-236-org,afr,f,souroumigan,fanikayode,19740602
rec-237-org,afr,f,babukar,serrurier,19550414
rec-238-org,afr,f,gbaingbain,sandham,19910901
rec-239-org,afr,f,efioanwan,schulman,19930907
rec-240-org,afr,f,birago,echezona,19630320
rec-241-org,afr,f,raha,tebrugge,19580126
rec-242-org,afr,f,kadidou,ekpotu,19940413
rec-243-org,afr,,wamuhu,mmembe,19900315
rec-244-org,afr,m,abebja,marango,19660705
rec-245-org,afr,f,emeka,kaboba,19860120
rec-246-org,afr,f,zikomo,dalton,19820625
rec-247-org,afr,m,yorkoo,kadzamira,19810331
rec-248-org,afr,f,,lawson,
rec-249-org,afr,m,shuwani,sikazinga,19510719
rec-250-org,afr,f,dzigbode,kaseka,19930211
rec-251-org,afr,f,chakiso,haese,19670108
rec-252-org,afr,,mwanje,cheboror,19990108
rec-253-org,afr,,amri,nworah,19560502
rec-254-org,afr,m,thandi,agu,19470406
rec-255-org,afr,f,hadiah,wolvaardt,19510828
rec-256-org,afr,f,donu,mbiuki,20010530
rec-257-org,afr,f,meron,wippenaar,19880519
rec-258-org,afr,f,agellid,nduka,19910512
rec-259-org,afr,,abu,watiyakeni,
rec-260-org,afr,f,nyawira,trow,
rec-261-org,afr,f,msafiri,somani,19671106
rec-262-org,afr,f,walta,henn,19530914
rec-263-org,afr,m,kwadrees,nightingale,19981125
rec-264-org,afr,f,toola,khaniri,19730509
rec-265-org,afr,f,lashonna,bashingili,19860908
rec-266-org,afr,m,nonso,hillier,19830522
rec-267-org,afr,f,angweng,sandys,19540305
rec-268-org,afr,f,ajia,walton,19771008
rec-269-org,afr,m,buruku,kimnyole,19501124
rec-270-org,afr,,uloma,ekpoki,19720906
rec-271-org,afr,f,chidozie,heroldt,19670219
rec-272-org,afr,m,kodilinye,esterhuizen,
rec-273-org,afr,f,abikanile,muchoka,19680331
rec-274-org,afr,f,sharlayne,mugasa,19890430
rec-275-org,afr,f,nwanneka,kopel,19790821
rec-276-org,afr,f,fadzai,kgopong,
rec-277-org,afr,f,onyema,anifowoshe,20020923
rec-278-org,afr,,zewde,rikhotso,20020123
rec-279-org,afr,f,gyasi,solomon,20011024
rec-280-org,afr,f,,shona,19880814
rec-281-org,afr,m,dalilah,more,19540108
rec-282-org,afr,m,badriya,mwiraria,19981012
rec-283-org,afr,f,udeme,montsho,19760426
rec-284-org,afr,m,akrong,bala,20011130
rec-285-org,afr,f,murimi,moonsamy,19540417
rec-286-org,afr,f,amele,kotzee,19930731
rec-287-org,afr,f,oluwaseun,luvutsi,19470520
rec-288-org,afr,,zindziswa,ipia,19690717
rec-289-org,afr,f,nosizwe,olando,19500810
rec-290-org,afr,f,psammetichus,asiegbo,19420613
rec-291-org,afr,f,,nelson,19890414
rec-292-org,afr,,chemwapuw,masamba,
rec-293-org,afr,f,nnamochie,lofthouse,19610815
rec-294-org,afr,,mbongeni,gabolwelwe,19440904
rec-295-org,afr,f,nguema,nair,19500622
rec-296-org,afr,f,seifu,hikalinda,19901007
rec-297-org,afr,f,sibongile,treu,19490329
rec-298-org,afr,,uwingabiy,chamba,19631101
rec-299-org,afr,m,chafulumisa,phillipson,19620622
rec-300-org,afr,,odinakach,haydar,19860502
rec-301-org,afr,f,,chabuka,19830316
rec-302-org,afr,,rubanza,leuenhoff,19700413
rec-303-org,afr,f,chibuike,ntambi,20020920
rec-304-org,afr,f,toa,thuynsma,19710409
rec-305-org,afr,f,kimameta,tebbutt,19570916
rec-306-org,afr,f,shacara,mzima,20021115
rec-307-org,afr,f,chioh,saeed,19770516
rec-308-org,afr,f,esi,thawani,19710122
rec-309-org,afr,m,jahia,yassa,
rec-310-org,afr,f,kitengi,aweke,19530318
rec-311-org,afr,f,himourana,rees,19940801
rec-312-org,afr,f,maneno,chirambo,20020208
rec-313-org,afr,,sono,niedojadlo,20010725
rec-314-org,afr,,elequemedo,salaam,19520620
rec-315-org,afr,m,chukwubuikem,matthysen,19910216
rec-316-org,afr,f,gauda,,19911115
rec-317-org,afr,f,mundanugu,tumo,19941207
rec-318-org,afr,,urunwa,chiumia,20000619
rec-319-org,afr,f,akwasiba,leeuwen,19850826
rec-320-org,afr,,nyaguthii,gesami,
rec-321-org,afr,f,mesinyane,kitchenbrand,19790321
rec-322-org,afr,f,tegene,ismaila,19410610
rec-323-org,afr,,uchendu,erhenede,20000912
rec-324-org,afr,m,lashaund,lizamore,19691229
rec-325-org,afr,f,azuka,besa,19790627
rec-326-org,afr,f,kwesida,reineke,19801125
rec-327-org,afr,f,ndila,baraza,19420223
rec-328-org,afr,m,mukami,kibuuka,19420901
rec-329-org,afr,m,petiri,leonard,20010119
rec-330-org,afr,f,omeokachie,konga,
rec-331-org,afr,,kioi,matthysen,19950208
rec-332-org,afr,f,bibi,weldemariam,
rec-333-org,afr,,nthati,mosaku,19651203
rec-334-org,afr,m,birru,motshegwa,19630415
rec-335-org,afr,,mtulivu,gesami,19631020
rec-336-org,afr,f,nafuma,legesi,19410918
rec-337-org,afr,m,mastan,njobe,20010123
rec-338-org,afr,,mellal,mare,19941021
rec-339-org,afr,,kamalu,dejonge,19770114
rec-340-org,afr,f,sefanit,jordan,19740826
rec-341-org,afr,m,zamzam,njui,19460918
rec-342-org,afr,f,thandi,dosou,19741104
rec-343-org,afr,f,gogo,agina,19410221
rec-344-org,afr,f,haregewoin,aguogoke,
rec-345-org,afr,m,nyana,schonken,19900610
rec-346-org,afr,f,amondi,lasbrey,19610511
rec-347-org,afr,m,chimsima,struwig,19691229
rec-348-org,afr,f,nkosi,muleya,19821206
rec-349-org,afr,f,tabia,kayizi,19631027
rec-350-org,afr,f,ayoluwa,twaha,19430720
rec-351-org,afr,f,mbaruku,wambugu,19740819
rec-352-org,afr,f,meksa,mowlam,19890801
rec-353-org,afr,f,ayni,ojukwu,19940621
rec-354-org,afr,f,unachukwu,nock,19670914
rec-355-org,afr,f,omorede,siamunga,19611027
rec-356-org,afr,m,thenga,denner,19440526
rec-357-org,afr,f,nuruddin,kabalata,19910709
rec-358-org,afr,f,hatshepsu,milimo,19680103
rec-359-org,afr,f,joswa,matafwali,19791222
rec-360-org,afr,f,mudiwa,frost,19570816
rec-361-org,afr,f,wafula,lwando,19940724
rec-362-org,afr,m,idongesit,semenya,19740603
rec-363-org,afr,f,nubia,sau,
rec-364-org,afr,f,deleesha,hanbwato,19530814
rec-365-org,afr,f,ochieng,lezar,19530819
rec-366-org,afr,f,kamali,jobe,19540221
rec-367-org,afr,m,ichchaam,kampa,19420222
rec-368-org,afr,,gamer,whitton,19691118
rec-369-org,afr,f,dakarai,mwaba,19661130
rec-370-org,afr,,kiongozi,simon,
rec-371-org,afr,f,chinwendu,dickerson,19530113
rec-372-org,afr,m,wamuhu,dewhite,19850917
rec-373-org,afr,m,,luthuli,
rec-374-org,afr,m,chidiebube,kayongomutumba,19660828
rec-375-org,afr,f,arria,okri,19950306
rec-376-org,afr,,chijindum,adelabu,19411014
rec-377-org,afr,f,dubaku,fabunmi,19570804
rec-378-org,afr,f,dsu,maddison,19410422
rec-379-org,afr,f,ghanim,mahinya,19800915
rec-380-org,afr,f,nwaoma,kayesa,19430709
rec-381-org,afr,,yaba,muwowo,19931229
rec-382-org,afr,f,so,higgins,19971015
rec-383-org,afr,f,noni,mundia,19960324
rec-384-org,afr,,adedapo,eguavoen,19431202
rec-385-org,afr,f,osayande,nyambo,19970919
rec-386-org,afr,,penzima,erdogan,19450322
rec-387-org,afr,f,abrihet,robey,19770928
rec-388-org,afr,f,hola,holloway,19890217
rec-389-org,afr,f,hansie,efevberha,19710225
rec-390-org,afr,f,tella,mutagamba,19700706
rec-391-org,afr,f,makame,chenonge,19621217
rec-392-org,afr,f,baliwe,ntini,19631103
rec-393-org,afr,f,bomani,angara,19831025
rec-394-org,afr,f,bobang,moya,
rec-395-org,afr,m,yebrir,oghenekaro,19981101
rec-396-org,afr,,obanjoko,donkor,19691205
rec-397-org,afr,m,bello,mambilima,
rec-398-org,afr,f,kutre,hjort,19610802
rec-399-org,afr,m,fanaka,igbinedion,19450522
rec-400-org,afr,m,sharone,kalule,19640707
rec-401-org,afr,m,uzoma,mulera,19721014
rec-402-org,afr,,auzhane,hain,19820829
rec-403-org,afr,m,daneane,simba,19640419
rec-404-org,afr,f,taiwana,motseki,19500830
rec-405-org,afr,,chumachienda,pringle,19630417
rec-406-org,afr,f,kirafiki,grant,19760313
rec-407-org,afr,f,hanzila,mahon,19590514
rec-408-org,afr,f,ibrahima,,19980321
rec-409-org,afr,,kashta,nnake,19820130
rec-410-org,afr,f,njanu,dayo,19590623
rec-411-org,afr,m,sybrell,ililonga,19700101
rec-412-org,afr,f,mangaliso,makatiani,19780222
rec-413-org,afr,f,ephigenia,amata,19780823
rec-414-org,afr,f,assaggi,shagari,19610703
rec-415-org,afr,f,chinangwa,haese,19980723
rec-416-org,afr,f,sharlon,ruwe,19680425
rec-417-org,afr,f,kidist,cartwright,19780205
rec-418-org,afr,f,boipelo,henning,19550326
rec-419-org,afr,f,omoro,chifuwe,19420910
rec-420-org,afr,f,agdada,qoyi,20020714
rec-421-org,afr,f,vianna,magang,19961217
rec-422-org,afr,f,hissene,shinganga,19761012
rec-423-org,afr,,simangaliso,ayalew,
rec-424-org,afr,f,dumi,afolayan,19420331
rec-425-org,afr,f,kifle,alandt,19591112
rec-426-org,afr,f,kyansambo,ngatuny,
rec-427-org,afr,f,amenzu,sematimba,19880621
rec-428-org,afr,m,badu,moropedi,19540922
rec-429-org,afr,f,feremusu,malema,19960304
rec-430-org,afr,f,abosi,shrives,
rec-431-org,afr,f,nosipho,lyrikal,19681102
rec-432-org,afr,f,boseday,farinha,19430320
rec-433-org,afr,f,ahine,oguntokun,19600705
rec-434-org,afr,f,chiriga,kithuka,19641124
rec-435-org,afr,m,gyasi,ledama,19780503
rec-436-org,afr,,lucala,raubenheimer,19550812
rec-437-org,afr,f,fadhili,roy,19460803
rec-438-org,afr,m,tisa,byabazaire,19580915
rec-439-org,afr,f,sekai,nakadama,19540729
rec-440-org,afr,f,ofoedu,kalungi,19700615
rec-441-org,afr,f,ridhaa,anyangwe,19651230
rec-442-org,afr,,nabelung,grady,19420329
rec-443-org,afr,f,amakwei,ezukam,19660926
rec-444-org,afr,f,idi,dangelo,19790823
rec-445-org,afr,f,thako,salem,
rec-446-org,afr,f,kelinde,schonken,19640312
rec-447-org,afr,,tariwelt,kleinschrodt,20020709
rec-448-org,afr,f,farai,zeeman,19580204
rec-449-org,afr,f,kinfu,goodluck,19580330
rec-450-org,afr,,mapemba,akinfenwa,19840917
rec-451-org,afr,f,babatu,haack,
rec-452-org,afr,f,jashonn,chandaria,19890424
rec-453-org,afr,m,amazuz,radobe,19911207
rec-454-org,afr,f,fenda,anyangwe,19420312
rec-455-org,afr,m,tangeni,welding,19961116
rec-456-org,afr,f,kwaboi,kachaka,
rec-457-org,afr,f,olaniyi,varrie,19911011
rec-458-org,afr,f,mfaki,gilbert,19680512
rec-459-org,afr,m,magsen,nanji,19490422
rec-460-org,afr,f,waceera,mungo,19680427
rec-461-org,afr,f,yefu,moussavou,19741120
rec-462-org,afr,f,aberash,litei,19780329
rec-463-org,afr,f,fassil,okemo,19810106
rec-464-org,afr,f,ihechukwu,akika,19970804
rec-465-org,afr,f,dotse,,19630916
rec-466-org,afr,,wimana,auriol,
rec-467-org,afr,f,doaui,macharia,19600304
rec-468-org,afr,f,,byanyima,19710509
rec-469-org,afr,f,moges,lockyer,19860225
rec-470-org,afr,f,sypax,wanjala,19410110
rec-471-org,afr,f,ngare,groenink,19840503
rec-472-org,afr,f,tifawt,odoyo,
rec-473-org,afr,,edemariam,hayman,19460921
rec-474-org,afr,f,luam,jideonwo,19661006
rec-475-org,afr,f,ammuc,aceda,19940125
rec-476-org,afr,f,nyanza,ivory,19830805
rec-477-org,afr,,kibasila,salie,
rec-478-org,afr,f,shakah,haybittel,19980720
rec-479-org,afr,f,talabi,daries,19841020
rec-480-org,afr,f,chenzika,baderoen,19811103
rec-481-org,afr,f,afutu,ntalami,19770103
rec-482-org,afr,m,jumapili,kasagga,
rec-483-org,afr,f,,kigen,19691204
rec-484-org,afr,,nokrashy,hachimwaya,19820413
rec-485-org,afr,,saadiq,mlambo,19530902
rec-486-org,afr,f,onyedinma,nsubuga,19490723
rec-487-org,afr,m,mikaili,lele,19460817
rec-488-org,afr,,huthum,reyneke,19620216
rec-489-org,afr,f,hekanefer,moiben,19450523
rec-490-org,afr,f,nyambura,priestley,19821121
rec-491-org,afr,f,getachew,kamais,19540519
rec-492-org,afr,f,zola,marques,19990226
rec-493-org,afr,f,ngolinga,lee,19631022
rec-494-org,afr,f,tegama,rostock,19840907
rec-495-org,afr,f,vuai,mudde,19410223
rec-496-org,afr,f,olamodi,paton,19510607
rec-497-org,afr,m,uzo,sarki,19421024
rec-498-org,afr,,delon,teklehaimanot,20000922
rec-499-org,afr,f,dekah,ogundana,19780820
rec-500-org,afr,f,latiffa,rein,
rec-501-org,afr,f,,wilding,19550204
rec-502-org,afr,,ayoola,alubaha,
rec-503-org,afr,,alica,mwiraria,19870618
rec-504-org,afr,f,uchefuna,ekaette,19690127
rec-505-org,afr,f,tazdayt,lubani,19670113
rec-506-org,afr,f,ananse,ramaala,19450118
rec-507-org,afr,f,abebi,oparanozie,19861231
rec-508-org,afr,f,jhirmel,verbeek,19720710
rec-509-org,afr,,ufanisi,scotten,19650925
rec-510-org,afr,m,durah,ovbiagele,19610510
rec-511-org,afr,f,ibrahima,aman,19600929
rec-512-org,afr,f,adwoa,seun,19440524
rec-513-org,afr,f,sharlon,,19590527
rec-514-org,afr,f,tamirat,oqubay,19420903
rec-515-org,afr,f,soja,stanbridge,19641011
rec-516-org,afr,f,amanishakhete,rania,
rec-517-org,afr,,freesia,ojebode,19650412
rec-518-org,afr,f,seun,madan,19660910
rec-519-org,afr,,eberegbul,poezyn,
rec-520-org,afr,f,kufere,kibiru,19951004
rec-521-org,afr,f,oluwafunm,maddock,19590312
rec-522-org,afr,f,makda,frits,19940925
rec-523-org,afr,f,enwelumok,villet,19591207
rec-524-org,afr,f,ndoro,sauermann,19871018
rec-525-org,afr,,fiifi,chiphwanya,19440912
rec-526-org,afr,,tamaa,adesiji,19591004
rec-527-org,afr,f,oke,haybittel,
rec-528-org,afr,f,kajombo,lyne,19870608
rec-529-org,afr,f,tantor,wagana,19570314
rec-530-org,afr,f,zikoranaudodimma,agenbag,19500326
rec-531-org,afr,f,amoge,muwowo,19570521
rec-532-org,afr,f,mkweli,ehrich,19470217
rec-533-org,afr,f,yeshi,manley,19950613
rec-534-org,afr,,khanfura,fumbelo,19520516
rec-535-org,afr,f,ekon,dabiri,19750331
rec-536-org,afr,f,mbadiwe,minge,19810807
rec-537-org,afr,f,kanjuchi,barro,
rec-538-org,afr,f,femy,vassanji,
rec-539-org,afr,f,nyambura,rorke,
rec-540-org,afr,f,keesa,chhabra,19490426
rec-541-org,afr,f,amaka,goodison,19921026
rec-542-org,afr,,kaikura,imenger,19951110
rec-543-org,afr,f,gathee,biira,19611001
rec-544-org,afr,m,kadhi,kefee,19860520
rec-545-org,afr,f,kussil,bagatui,
rec-546-org,afr,m,sibadili,langstrom,19740819
rec-547-org,afr,m,kodwo,soule,
rec-548-org,afr,f,merille,egbedi,19700603
rec-549-org,afr,f,anene,reynolds,19500329
rec-550-org,afr,m,ukegbu,yigletu,19710220
rec-551-org,afr,f,ifni,kajura,19910806
rec-552-org,afr,f,belquis,badier,19840430
rec-553-org,afr,,rhamah,edem,19910905
rec-554-org,afr,m,umer,ngatuny,19680120
rec-555-org,afr,f,muhammadu,,19731002
rec-556-org,afr,m,akumjeli,omeruah,19760618
rec-557-org,afr,,bekitemba,quaite,19860504
rec-558-org,afr,f,kwesida,kaggia,19830307
rec-559-org,afr,f,volux,cayeaux,19680614
rec-560-org,afr,m,mma,twala,20001102
rec-561-org,afr,f,ssanyu,pratley,19631120
rec-562-org,afr,,rashan,zweig,19450930
