rec_id, culture, sex, date_of_birth, given_name, surname, blocking_number
rec-967-org,   afr, f, 19910301, oluchukwu, komu, 8
rec-2618-org,   afr, f, 19000717, jata, taljaard, 4
rec-1480-org,   afr, , 19200419, bokhani, chilipamushi, 4
rec-2072-org,   afr, f, 19041019, asante, arinze, 9
rec-697-org,   afr, f, 19661027, nnaemeka, heymans, 3
rec-2280-org,   afr, , 19260419, shawana, group, 4
rec-620-dup-0, afr, , 19680609, oluniide, ingel, 2
rec-197-org,   afr, f, 19641114, kiongozi, shikuku, 6
rec-1680-org,   afr, f, 19051014, lineo, oyedele, 3
rec-2680-org,   afr, f, , chielo, ntalami, 7
rec-199-org,   afr, f, 19491024, kalula, greenaway, 0
rec-840-org,   afr, m, 19291025, safwani, abshero, 3
rec-1133-org,   afr, m, 19410609, shuruku, pearton, 9
rec-836-dup-0, afr, f, 19381106, vusimuzi, ledana, 9
rec-1411-org,   afr, , 19760207, reth, ratz, 8
rec-712-dup-0, afr, f, 19470330, nontle, esterhuy e, 1
rec-188-org,   afr, f, 19590215, oyibo, mbombo, 5
rec-922-org,   afr, f, 19010516, ibeabuchi, mucheru, 0
rec-393-dup-0, afr, , 19690140, juwayria, siliya, 4
rec-2549-org,   afr, , 19600928, geressu, mosz, 5
rec-275-org,   afr, f, 19180306, zawad, busienei, 9
rec-1083-org,   afr, m, 19450524, abibu, mukasa, 6
rec-1042-org,   afr, m, 19051011, lundja, simutanyi, 9
rec-526-org,   afr, f, 19200603, munanire, chilembe, 2
rec-1204-org,   afr, m, 19440119, shawnel, mohamed, 1
rec-1283-org,   afr, m, 19220807, kweku, ehiosun, 6
rec-1414-org,   afr, , 19551123, nuagobe, shona, 7
rec-2343-dup-0, afr, m, 19600513, mizamneu, sejusa, 9
rec-1725-org,   afr, f, 19790922, chinweuba, miheso, 0
rec-1527-org,   afr, , 19290901, lubaya, lambie, 7
rec-1378-dup-0, afr, f, 19390923, gelila, nj ya, 0
rec-1948-dup-0, afr, , , themba, akats , 9
rec-2219-org,   afr, , 19930423, omolara, woldeyes, 8
rec-1571-dup-0, afr, f, 19220208, idihi, oshiokya, 6
rec-1379-org,   afr, f, 19030818, ziyapaya, qualtrough, 4
rec-2968-dup-0, afr, f, 19700510, chia, dekoker, 8
rec-1056-dup-0, afr, m, 19230929, blake, ige, 3
rec-1100-org,   afr, f, 19850828, uwanina, cheadle, 4
rec-1937-dup-0, afr, m, 19150514, elfatih, sh w, 6
rec-1433-dup-0, afr, f, 19770307, lustala, singoei, 6
rec-1332-org,   afr, f, 19951017, omarr, willis, 7
rec-2406-org,   afr, , 19991218, lehana, kagame, 2
rec-916-org,   afr, f, 19350827, zoan, nyamuiru, 3
rec-871-org,   afr, , 19471230, dakarai, miyoba, 3
rec-1857-org,   afr, f, 19020530, firdawsi, nourtier, 0
rec-570-org,   afr, f, 19410418, ogbegun, spidoni, 4
rec-2511-org,   afr, , 19951103, bimkubwa, maltman, 7
rec-2899-dup-0, afr, , 19611204, makhupa, neway, 0
rec-294-org,   afr, f, , tichawoma, cham, 1
rec-2652-org,   afr, f, 19100401, mkamba, rooza, 9
rec-2358-org,   afr, f, 19850928, kajombo, nettle, 1
rec-1050-dup-0, afr, m, 19650331, tekl, shibalatani, 7
rec-2809-dup-0, afr, , 19940304, ipyana, izsa, 2
rec-632-org,   afr, m, 19450705, chipo, prins, 0
rec-1132-org,   afr, f, 19150829, aishatu, whittel, 6
rec-2018-org,   afr, f, 19971011, chidieber, maguire, 7
rec-983-org,   afr, f, 19210422, gete, dasheka, 7
rec-2169-org,   afr, , 19981230, jahia, jawadu, 9
rec-2590-org,   afr, f, 19740819, , gana, 3
rec-2884-dup-0, afr, , 19860430, baha ti, winson, 4
rec-493-dup-0, afr, f, 19610127, akwasiba, niambane, 8
rec-1362-org,   afr, f, 19390517, ebun, sentamu, 3
rec-1247-dup-0, afr, f, 19040619, batda, alamirew, 3
rec-70-dup-0, afr, f, 19760209, tinzert, cimana, 3
rec-1065-org,   afr, , 19390209, thulani, hamasowe, 0
rec-65-org,   afr, f, 19760414, thula, england, 0
rec-1210-org,   afr, , 19740203, mosimanayana, grove, 4
rec-582-dup-0, afr, , 19540705, mzu ri, coutts, 3
rec-644-dup-0, afr, f, 19950522, chichi, ausserlechner, 2
rec-2103-dup-0, afr, f, 19220525, mekondjo, badt, 9
rec-2438-dup-0, afr, m, 19561117, dipuonyan, dalrym le, 9
rec-1675-org,   afr, , 19460616, oukesson, ojukwu, 2
rec-2097-dup-0, afr, f, 19610816, , acku, 9
rec-2397-dup-0, afr, f, 19720815, klevon, chibiae, 9
rec-1604-dup-0, afr, , 19951227, duckuzumuremyi, aitken, 9
rec-1375-org,   afr, m, 19190930, bolanile, chipili, 6
rec-2860-org,   afr, f, 19630712, shhhaleel, machage, 0
rec-2322-dup-0, afr, f, 19470513, , nnannyanzi, 5
rec-842-org,   afr, f, 19370215, nkruma, nyammo, 8
rec-1891-org,   afr, , 19470618, shinda, messingham, 2
rec-554-dup-0, afr, f, , adama, tambtaamba, 8
rec-2275-org,   afr, , 19670506, totit, marango, 3
rec-1071-org,   afr, , 19210801, simai, matthysen, 5
rec-1754-dup-0, afr, m, 19420928, akwaugo, sebazu, 4
rec-1368-dup-0, afr, f, 19010702, bod , wamuyu, 3
rec-1562-org,   afr, f, 19820216, tefo, omony, 4
rec-2387-org,   afr, f, 19250912, ityiarmbi, rwamuhanda, 6
rec-1483-dup-0, afr, m, 19550627, sybrell, kayo go, 0
rec-561-org,   afr, f, 19761207, deleesha, mwamba, 8
rec-694-org,   afr, m, 19190617, fella, ruganda, 0
rec-905-dup-0, afr, m, 19080911, ezinrna, luza, 4
rec-2274-dup-0, afr, f, 19170818, uqes un, syse, 9
rec-240-org,   afr, f, 19280814, dembe, minster, 3
rec-2510-dup-0, afr, f, , nsia, meng ste, 0
rec-1781-org,   afr, m, , mutope, sempijja, 0
rec-622-dup-0, afr, f, 19790714, kamara, klaas en, 6
rec-2853-dup-0, afr, , 19570105, kaweroa, abrahams, 2
rec-2385-dup-0, afr, f, 19700125, olatunji, mwalw nda, 3
rec-829-dup-0, afr, f, , gerezsu, wattley, 0
rec-1353-dup-0, afr, m, 19080621, oji, janmoha med, 7
rec-1387-dup-0, afr, , , nckedama, mpoy, 1
rec-1924-org,   afr, f, 19440924, chuks, fumina, 0
rec-2179-dup-0, afr, r, 19061017, alitash, snijman, 9
rec-2725-org,   afr, f, 19371025, dron, simpelwa, 8
rec-954-dup-0, afr, f, 19400526, omos pe, litei, 2
rec-2822-org,   afr, f, 19810217, hola, kapatamoyo, 5
rec-1797-dup-0, afr, f, 19240804, kira iki, tebb, 8
rec-1026-org,   afr, , 19110809, ashon, kabimba, 9
rec-33-org,   afr, f, 19500222, sipo, usifo, 0
rec-470-org,   afr, f, 19061014, iloerika, inoniyegha, 0
rec-2856-dup-0, afr, f, , nwakaego, zimukoko, 0
rec-2916-org,   afr, f, 19860717, jeneta, chishimba, 7
rec-2004-org,   afr, f, 19560603, bausi, paladin, 5
rec-2496-org,   afr, f, 19160528, ramla, cherrington, 6
rec-738-org,   afr, f, 19601017, mothudi, mekonnen, 7
rec-2537-dup-0, afr, f, 19490918, hla, chakulimba, 6
rec-2506-org,   afr, f, 19670712, ultac, awany, 5
rec-2976-org,   afr, m, 19850202, efuru, haroyu, 1
rec-2432-org,   afr, f, 19350519, thandie, ideye, 3
rec-1545-org,   afr, f, 19840111, yordanos, dosunmu, 3
rec-1746-org,   afr, , 19270522, ande, wippenaar, 6
rec-2648-dup-0, afr, f, 19500101, muhyitdin, katumba, 6
rec-677-org,   afr, f, 19500808, tisaubira, gompels, 6
rec-1955-org,   afr, f, 19510725, balogun, jelela, 7
rec-1925-org,   afr, f, 19630324, imomotimi, kasama, 6
rec-288-org,   afr, f, 19511125, zawditu, tholet, 2
rec-2260-org,   afr, f, 19690729, evinder, lange, 8
rec-1033-org,   afr, f, 19810715, shaka, oqubay, 1
rec-80-org,   afr, , 19330816, kawawe, yegini, 4
rec-468-dup-0, afr, f, 19600905, rapuluchukwu, mugaby, 6
rec-1031-org,   afr, f, 19740227, noni, gena, 3
rec-1851-org,   afr, f, 19890401, siphiwe, mcsporran, 9
rec-1512-org,   afr, f, , aluoch, injera, 2
rec-824-dup-0, afr, f, 19450313, minenle, fairweather, 8
rec-2206-org,   afr, f, 19730810, mudiwa, kirumira, 0
rec-1326-org,   afr, f, 19050702, ligongo, kamwengo, 5
rec-382-dup-0, afr, f, 19480317, thiongo, gerrktts, 5
rec-2808-dup-0, afr, f, 19300513, nkosana, olumila, 1
rec-692-org,   afr, , 19701021, mwake, konchellah, 2
rec-1202-org,   afr, m, 19041016, mzuri, skibba, 4
rec-1465-org,   afr, f, , ngumo, goodyer, 9
rec-1230-dup-0, afr, m, 19308716, chiemeka, asinikal, 7
rec-1241-org,   afr, f, 19610714, , njie, 3
rec-2208-org,   afr, f, 19680915, chinwenma, kirkham, 5
rec-127-org,   afr, f, 19200806, ahamatu, kachaka, 2
rec-2778-dup-0, afr, , 19201123, chiny lu, ojokolo, 9
rec-75-org,   afr, f, 19441108, kambo, hammond, 1
rec-1628-org,   afr, f, 19681127, badda, kanyeihamba, 8
rec-722-org,   afr, f, 19551012, mersha, amooti, 4
rec-505-org,   afr, f, 19561110, ndulu, ifeajuna, 6
rec-1580-org,   afr, , 19650916, nalongo, ecoma, 2
rec-2599-dup-0, afr, , 19960208, ghimjo, jali, 3
rec-2429-dup-0, afr, m, 19100 30, musoke, lobb, 3
rec-2929-dup-0, afr, , 19961028, dumixani, prime, 8
rec-963-org,   afr, f, 19291112, tayri, woodland, 2
rec-610-org,   afr, m, 19910722, gulussan, akinmunde, 8
rec-2374-org,   afr, , 19410206, mutara, sunguti, 1
rec-309-org,   afr, m, 19461224, rolanda, elmi, 5
rec-672-org,   afr, f, 19160913, mbonisi, mosenthal, 3
rec-1741-org,   afr, , 19070805, keshon, alabi, 0
rec-1888-org,   afr, f, 19050920, tarana, sang, 2
rec-745-dup-0, afr, f, 19330407, jendy, albertrus, 8
rec-1263-org,   afr, , 19020521, muthee, nwoke, 0
rec-2137-dup-0, afr, f, 19850501, d upe, kangwa, 8
rec-1837-org,   afr, f, 19870906, kwo, tengelei, 4
rec-778-dup-0, afr, f, 19020303, nakawa, tullejen, 2
rec-2343-org,   afr, m, 19600513, mijamneu, sejusa, 9
rec-1770-org,   afr, m, , mokabi, owello, 9
rec-2819-dup-0, afr, f, 19430405, l ado, leresae, 0
rec-171-org,   afr, f, 19210421, oke, euifowoju, 1
rec-1830-org,   afr, m, 19710402, chinwe, vigne, 4
rec-2027-org,   afr, f, 19820801, evinder, atulewa, 0
rec-1723-dup-0, afr, f, 19131014, cidiebere, iguma, 7
rec-10-dup-0, afr, f, 19700228, joan, debruin, 2
rec-130-dup-0, afr, m, 19000605, girja, okia, 6
rec-916-dup-0, afr, f, 19350827, zoa n, nyamuiru, 3
rec-1790-dup-0, afr, m, , tsadik, gebremavriam, 9
rec-2875-dup-0, afr, , 1900 410, annan, wachuku, 8
rec-2637-org,   afr, f, 19660621, isoke, afonja, 5
rec-106-org,   afr, f, 19650728, dupe, schutz, 0
rec-827-dup-0, afr, f, 19370223, olufunmilayo, buhari, 6
rec-2176-dup-0, afr, f, 19700525, adeola, nyarik , 3
rec-888-dup-0, afr, f, 19390808, mellsl, momba, 1
rec-2419-org,   afr, , 19431002, tanashati, anyora, 1
rec-2573-org,   afr, f, 19450705, seun, hanekom, 3
rec-1686-org,   afr, f, 19510813, bayo, kemsley, 5
rec-788-dup-0, afr, f, 19120214, zinachukw, gonde, 8
rec-1208-dup-0, afr, m, 19131009, akanp, ogbiagbevha, 4
rec-2321-org,   afr, f, 19490619, nakato, korir, 3
rec-587-dup-0, afr, f, 19960428, jabilo, mashapa, 4
rec-1937-org,   afr, m, 19150514, elfatih, shaw, 6
rec-1458-dup-0, afr, f, 19700903, sekayi, teklerk, 2
rec-2780-dup-0, afr, m, , nenan e, chiazzari, 8
rec-352-org,   afr, , 19960309, jira, , 1
rec-1236-dup-0, afr, , 19820505, spearwa rrior, goshu, 3
rec-880-org,   afr, f, 19640607, azerwal, kitchen, 5
rec-2052-dup-0, afr, f, 19471210, danay, ondiek, 5
rec-2572-org,   afr, f, 19041017, udokamma, mansfield, 1
rec-2604-dup-0, afr, f, 19931116, anaa, neveling, 0
rec-486-dup-0, afr, f, 19001024, delaokande, nes b, 8
rec-2993-dup-0, afr, , 19280114, akinyi, halis, 2
rec-425-org,   afr, f, 19471230, ogechi, katundi, 3
rec-2481-org,   afr, f, 19210819, mthuthuzeli, cavanaugh, 4
rec-378-org,   afr, f, 19860128, ummi, ezeli, 6
rec-14-org,   afr, f, 19780522, tiguist, nourtier, 3
rec-2877-org,   afr, , 19430807, ugorji, homewood, 3
rec-1325-org,   afr, m, 19280223, shawnell, kiberu, 1
rec-1858-org,   afr, f, 19650325, wiza, nkoloso, 8
rec-305-dup-0, afr, f, 19580814, ferhat, atuda, 0
rec-1023-org,   afr, f, 19531214, tiziri, mwau, 6
rec-2074-dup-0, afr, , 19450426, zeuntae, azasoro, 4
rec-1815-dup-0, afr, , 19030203, kin u, hutton, 3
rec-2280-dup-0, afr, , 19260419, shawana, gropu, 4
rec-723-dup-0, afr, f, 19430606, afram, motja, 5
rec-86-org,   afr, f, 19650928, keasha, biira, 2
rec-374-org,   afr, m, 19860812, wokabi, konyegwachie, 8
rec-791-dup-0, afr, m, 19550702, tantor, steynbkerg, 5
rec-874-dup-0, afr, , 19121221, kishw na, , 0
rec-2608-org,   afr, f, 19250420, roshumba, wube, 4
rec-689-org,   afr, f, 19310616, nyanjera, stockenstrom, 3
rec-2217-org,   afr, , 19770521, amauzo, fumina, 1
rec-1788-org,   afr, f, 19710829, pilirani, cheromei, 5
rec-2504-org,   afr, f, 19630725, okechuku, akumu, 9
rec-2792-dup-0, afr, f, , zamali, sumgong, 1
rec-1794-org,   afr, m, , bezawet, ngo, 7
rec-1801-dup-0, afr, f, 19260408, toakvase, pook, 9
rec-2820-dup-0, afr, m, , kwaku, oluf emi, 4
rec-811-dup-0, afr, f, 195309 14, boseday, rooza, 6
rec-845-dup-0, afr, f, 19720411, tizir i, , 1
rec-2387-dup-0, afr, f, 19250912, , rwamuhanda, 6
rec-403-org,   afr, f, 19780902, olugbala, ngorialuk, 8
rec-1421-org,   afr, f, 19520507, tiye, gultig, 2
rec-2545-org,   afr, , 19381104, masilonyane, keya, 6
rec-575-org,   afr, m, 19870628, anim, kandie, 6
rec-482-dup-0, afr, f, 19400704, mengisteab, offiin, 1
rec-1581-dup-0, afr, f, 19690328, amakwyei, aworet, 1
rec-2626-org,   afr, f, 19830409, nnenna, safo, 7
rec-1424-org,   afr, f, 19001201, yowen, jarman, 7
rec-1862-org,   afr, f, 19390206, bejide, lekuton, 2
rec-2982-org,   afr, f, 19050421, nkemefula, chabuka, 0
rec-2514-org,   afr, f, 19940423, usiku, hancorn, 7
rec-955-org,   afr, f, 19811010, dziko, greenlees, 5
rec-1019-org,   afr, f, 19030626, oliano, grady, 4
rec-1885-org,   afr, f, 19720420, kenyah, mathe, 2
rec-734-org,   afr, f, 19881027, tendaji, omeruo, 0
rec-1690-dup-0, afr, f, 19120401, raxma, longman, 0
rec-424-org,   afr, f, 19320318, kato, chemweno, 0
rec-693-dup-0, afr, f, 19110408, osayiniwlse, khaemba, 2
rec-2211-org,   afr, f, 19460315, sifiso, nwosu, 3
rec-1143-dup-0, afr, f, 19371009, baati, molela, 7
rec-187-org,   afr, f, 19561117, ridhaa, ross, 8
rec-512-dup-0, afr, , 19870828, okeue, nettle, 2
rec-104-org,   afr, , 19131109, avongara, damalie, 5
rec-389-org,   afr, m, 19250511, winna, , 4
rec-2471-org,   afr, m, , ufa, magnussen, 3
rec-1091-org,   afr, f, 19481114, sopulu, muhammed, 3
rec-2239-org,   afr, m, 19920206, osumare, symington, 0
rec-198-dup-0, afr, , 19490708, simweni, birir, 6
rec-2416-org,   afr, f, 19160621, omosede, duma, 2
rec-293-org,   afr, f, 19681017, dakarai, kabemba, 2
rec-750-dup-0, afr, f, 19510916, nteremesi, duiker, 5
rec-2906-dup-0, afr, f, 19110818, eskinddr, ebiede, 0
rec-60-dup-0, afr, f, 19650 01, omoro, mukwakwa, 3
rec-2490-org,   afr, f, 19341117, terema, gounden, 5
rec-749-org,   afr, f, 19330129, elechi, chepkirwok, 8
rec-1226-dup-0, afr, f, , madere, maughan, 3
rec-595-org,   afr, f, 19631109, babukar, denton, 0
rec-914-org,   afr, , 19600523, dipuo, kifle, 9
rec-227-org,   afr, f, 19730112, zeyana, mubila, 7
rec-503-org,   afr, f, 19350627, mshangama, gathimba, 5
rec-466-org,   afr, f, 19181108, sissay, lethbridge, 7
rec-2864-dup-0, afr, f, 19790314, ezenahci, ludek, 5
rec-2240-org,   afr, f, 19540123, majumi, adefarasin, 9
rec-1870-org,   afr, m, 19591111, gainde, chuumbwe, 1
rec-2388-dup-0, afr, f, 19651011, casaaay, , 1
rec-555-org,   afr, f, 19500812, dalmr, ezeugo, 5
rec-2163-dup-0, afr, f, 19990801, kyansa bo, konchellah, 3
rec-350-org,   afr, m, 19490826, , kasobe, 8
rec-2486-dup-0, afr, f, 19291020, suza nna, kioko, 7
rec-1996-org,   afr, f, 19011003, nakisisa, bethwell, 2
rec-129-dup-0, afr, m, 19290508, mesfin, lats, 9
rec-2218-org,   afr, m, , ruman, lagunju, 3
rec-1002-dup-0, afr, f, 19810612, aju , nzekwu, 5
rec-1589-org,   afr, f, , echerem, obia, 0
rec-1060-org,   afr, , 19900217, obiagaeli, warden, 7
rec-2001-org,   afr, m, 19240402, tichawonna, maritz, 5
rec-2231-org,   afr, m, 19980916, , ssali, 6
rec-181-org,   afr, f, 19200404, umukoro, garrett, 2
rec-207-org,   afr, m, 19970329, zeggan, nesib, 2
rec-2817-org,   afr, f, 19560108, iloabuchi, turksma, 6
rec-518-org,   afr, m, 19590825, aldjiya, byanyima, 7
rec-317-org,   afr, f, 19161028, tendai, thurtell, 5
rec-860-dup-0, afr, m, , , laahsen, 1
rec-2322-org,   afr, f, 19470513, tamilla, nnannyanzi, 5
rec-2788-dup-0, afr, , 19750422, njere, taahr, 7
rec-2358-dup-0, afr, f, 19850928, kajombo, nettlet, 1
rec-1482-org,   afr, f, 19730426, otitodilichukwu, secka, 5
rec-188-dup-0, afr, f, 19590215, oyibo, mpombo, 5
rec-268-org,   afr, , 19560907, seifu, nsambu, 9
rec-320-dup-0, afr, f, 19780 25, zwelakhe, johnstone, 7
rec-455-org,   afr, f, 19961202, awinagh, theunissen, 6
rec-90-org,   afr, m, 19560214, tabu, eneji, 2
rec-502-org,   afr, f, 19520201, mshengu, ungoni, 9
rec-1138-dup-0, afr, m, 19390830, kok u, syachinene, 9
rec-801-dup-0, afr, m, , muata, chikahipo, 8
rec-1784-dup-0, afr, , 19571001, sybrell, ackallo, 0
rec-808-org,   afr, f, 19910408, ejiro, foster, 2
rec-1340-dup-0, afr, , 19570625, sanga, kafuta, 7
rec-2990-org,   afr, f, 19480225, sharlayne, roup, 0
rec-1586-org,   afr, f, , vuyisa, awany, 2
rec-1238-org,   afr, , 19860407, ndapewa, watts, 6
rec-822-dup-0, afr, , 19630703, a yo, mukwakwa, 4
rec-329-org,   afr, f, 19650910, rubanza, gaolebale, 7
rec-1976-org,   afr, m, 19801213, onyenachi, onubogu, 3
rec-1224-dup-0, afr, f, 19150602, feechi, ogbinna, 2
rec-510-org,   afr, f, 19520810, babirye, alele, 4
rec-1322-dup-0, afr, f, 19530905, zoputan, dokiwsri, 3
rec-2327-dup-0, afr, f, 19110321, kees , garuba, 1
rec-1726-dup-0, afr, f, 19280220, kaitlin, leakey, 2
rec-122-dup-0, afr, m, 19350127, , oywecga, 0
rec-2326-org,   afr, f, 19981230, yenge, motego, 4
rec-2058-org,   afr, f, 19931229, chukwueloka, makana, 8
rec-1642-org,   afr, f, 19041205, majumi, manders, 7
rec-2136-org,   afr, f, 19730719, tazibba, wilkin, 6
rec-530-org,   afr, f, 19820704, jayde, kalinda, 4
rec-1350-dup-0, afr, f, , mackeda, musyoka, 9
rec-2530-dup-0, afr, f, 19150916, moktar, lushima, 3
rec-1196-dup-0, afr, m, 19470618, nwadinobi, kin, 0
rec-1833-org,   afr, f, 19440421, eshe, hjort, 1
rec-1164-dup-0, afr, f, 19411125, ozo maka, kamwanga, 2
rec-713-org,   afr, f, 19890503, , smook, 6
rec-2360-dup-0, afr, , 19431025, urbi, muntsele, 8
rec-2398-org,   afr, f, 19901003, leroi, veitch, 6
rec-2363-org,   afr, , 19611021, zilabamuzale, kopakopa, 3
rec-2412-org,   afr, f, 19630712, muthengi, konde, 1
rec-2974-org,   afr, , 19190426, , mamabolo, 9
rec-2378-dup-0, afr, m, 19960426, chieeza, greentree, 8
rec-2202-dup-0, afr, f, 19670331, chikozi, aseur, 1
rec-922-dup-0, afr, f, 19010516, ibeabuchi, muchrru, 0
rec-2429-org,   afr, m, 19100130, musoke, lobb, 3
rec-2361-dup-0, afr, m, 19540420, kaarja, mideksa, 1
rec-577-org,   afr, , 19260703, isiyoshindika, chepkurgor, 3
rec-161-org,   afr, , 19101221, ntombifuthi, mike, 9
rec-168-dup-0, afr, f, 19610528, muskuda, aki or, 4
rec-2178-dup-0, afr, m, 19781216, nnamutaez, makala, 4
rec-923-org,   afr, , 19611010, sayon, oliseh, 6
rec-2188-dup-0, afr, f, 19960601, ato, sto e, 7
rec-1958-dup-0, afr, f, , ibrahima, hangandv, 8
rec-1890-dup-0, afr, f, , nwo fia, mayanja, 7
rec-615-dup-0, afr, f, , tayri, inya , 8
rec-1704-dup-0, afr, , 19690709, githinji, ndh lema, 8
rec-1362-dup-0, afr, f, 19390517, ebun, zentamu, 3
rec-458-dup-0, afr, f, 19850418, tariku, dubujon, 0
rec-1435-dup-0, afr, m, , lundj , nwachi, 5
rec-1494-org,   afr, m, 19680713, ngozichukwuka, turton, 5
rec-981-dup-0, afr, f, 19811021, aluoch, kamusati, 4
rec-1225-dup-0, afr, m, 19940322, ify, dekoker, 0
rec-1422-org,   afr, , 19551220, sayveon, mukunka, 6
rec-719-org,   afr, , 19571102, mosimanayana, hankanga, 1
rec-273-dup-0, afr, f, , thandiwe, feerens, 2
rec-1572-org,   afr, f, 19251202, woyinesh, , 9
rec-1534-dup-0, afr, f, 19430207, makwda, weedy, 4
rec-2704-org,   afr, m, 19330330, fenyang, start, 0
rec-2299-dup-0, afr, f, 19020616, ogbonnaya, asidu, 0
rec-1344-dup-0, afr, f, 19520104, res awn, lweendo, 9
rec-815-org,   afr, , 19390815, akukalia, uwatse, 5
rec-2558-dup-0, afr, f, 19471124, phathiw , mulu, 2
rec-1714-dup-0, afr, f, 19420717, hanzila, smit, 6
