rec_id,culture,sex,given_name,surname,date_of_birth
rec-138-org,afr,,ashantee,zakari,19981119
rec-139-org,afr,f,russom,niddrie,
rec-140-org,afr,m,amarachi,kanyeihamba,19551224
rec-141-org,afr,m,milandu,onikeke,19950614
rec-142-org,afr,f,kanene,hobbs,19900705
rec-143-org,afr,f,ebele,nguirmamaramama,19690116
rec-144-org,afr,,bimnono,ayebale,19510405
rec-145-org,afr,m,gakere,mfune,
rec-146-org,afr,,onyenna,lombaard,19950820
rec-147-org,afr,f,banabakhe,ncube,19591223
rec-148-org,afr,f,kedimukofo,kamandisa,19530602
rec-149-org,afr,f,biton,mahri,19511008
rec-150-org,afr,f,mumbi,samaai,19790709
rec-151-org,afr,,kumsa,camm,
rec-152-org,afr,f,,pemba,19980909
rec-153-org,afr,,chekandino,volbrecht,
rec-154-org,afr,f,mangaliso,makhanya,19760924
rec-155-org,afr,m,machui,idigbe,19750519
rec-156-org,afr,f,chidiebele,adu,19500617
rec-157-org,afr,f,jama,julyan,19700510
rec-158-org,afr,f,kigeri,mkhalee,19420802
rec-159-org,afr,m,anyelwiswe,kgoboge,19441004
rec-160-org,afr,f,akamafula,loubser,19450706
rec-161-org,afr,f,makda,matongo,19710624
rec-162-org,afr,f,ruguru,lea,19561018
rec-163-org,afr,f,fauziya,denton,19610503
rec-164-org,afr,f,ezenachi,rowe,19740905
rec-165-org,afr,,akinshegun,stotter,19790208
rec-166-org,afr,f,ama,tracey,19460822
rec-167-org,afr,f,laticia,ekwueme,19970127
rec-168-org,afr,,oluchukwu,ekubia,
rec-169-org,afr,f,time,gogwim,19660421
rec-170-org,afr,,chidiebel,akpabio,19771003
rec-171-org,afr,m,waiyaki,stanger,19680414
rec-172-org,afr,m,kinda,riddin,19990911
rec-173-org,afr,f,omorenoni,allan,19461218
rec-174-org,afr,,marahaba,alupo,19590815
rec-175-org,afr,f,muthuri,ecweru,19751203
rec-176-org,afr,f,ghinjo,symington,19950113
rec-177-org,afr,f,mukiri,,19670606
rec-178-org,afr,m,yifter,mwa,19690517
rec-179-org,afr,f,taiwana,masubu,19510604
rec-180-org,afr,f,oshe,whittle,19850419
rec-181-org,afr,,,naidu,19840224
rec-182-org,afr,f,akpenamawu,muir,19470625
rec-183-org,afr,f,ibeabuchi,kinyanjui,19831110
rec-184-org,afr,,polo,serwanga,19490311
rec-185-org,afr,m,tidyanawo,jarman,
rec-186-org,afr,f,tochukwu,adlington,
rec-187-org,afr,f,kessie,naude,19990915
rec-188-org,afr,f,tochukwu,myburg,19910905
rec-189-org,afr,,manga,marshal,19471012
rec-190-org,afr,f,akpofure,dejonge,19510827
rec-191-org,afr,f,mideskso,lusiba,19580502
rec-192-org,afr,f,jumoke,suttie,19581026
rec-193-org,afr,,halla,naikuni,19731110
rec-194-org,afr,,bendera,walters,19601209
rec-195-org,afr,m,delisia,fekadu,19690729
rec-196-org,afr,,ichchaam,muwowo,19490805
rec-197-org,afr,m,azi,kamure,19490515
rec-198-org,afr,f,dau,inyama,
rec-199-org,afr,,yomba,ghebru,19750612
rec-200-org,afr,f,nimulodi,flood,19400502
rec-201-org,afr,m,oji,samulela,19660123
rec-202-org,afr,f,naameka,kigozi,19510827
rec-203-org,afr,f,ukaegbunam,mbeki,19990826
rec-204-org,afr,f,atsukpi,rahman,19410107
rec-205-org,afr,f,chiedozie,igwe,19770116
rec-206-org,afr,m,fauzi,shver,19901119
rec-207-org,afr,f,lelo,hubbard,20010829
rec-208-org,afr,f,ligongo,bangwe,19490712
rec-209-org,afr,f,abebi,melkam,19830615
rec-210-org,afr,,lateefa,mbida,19460501
rec-211-org,afr,f,nubia,lubega,19710114
rec-212-org,afr,f,asumini,soyinka,19450725
rec-213-org,afr,f,jata,adeyemi,
rec-214-org,afr,f,ameqran,koller,19910305
rec-215-org,afr,f,nabdalsa,lipalile,19501017
rec-216-org,afr,f,vuyisa,kipkemboi,20000521
rec-217-org,afr,f,amonke,mangande,19791107
rec-218-org,afr,f,dejenie,sikazinga,20000517
rec-219-org,afr,f,fauziya,negedu,19710811
rec-220-org,afr,,meseret,naya,19630508
rec-221-org,afr,,yanapay,obleajula,19960527
rec-222-org,afr,f,jalinda,palm,19660124
rec-223-org,afr,m,nyemba,tainton,19671225
rec-224-org,afr,f,banabakhe,sibiya,19910407
rec-225-org,afr,m,masika,chipeleme,19661105
rec-226-org,afr,,abebe,dabany,19550107
rec-227-org,afr,m,ndapewa,shittu,19601219
rec-228-org,afr,f,abdikarim,emeagwali,19621113
rec-229-org,afr,f,ogunshoye,anywar,19840519
rec-230-org,afr,m,hashil,mare,19970208
rec-231-org,afr,m,sarama,koersten,19980828
rec-232-org,afr,f,,justus,19871206
rec-233-org,afr,f,tash,,19720701
rec-234-org,afr,m,nedu,mudubeko,19800612
rec-235-org,afr,f,yatuta,sacks,19720712
rec-236-org,afr,f,ntombizin,olaraokello,19640806
rec-237-org,afr,f,tichawoma,,19421108
rec-238-org,afr,f,rashidi,kyobe,19770116
rec-239-org,afr,m,nishati,sellassie,
rec-240-org,afr,f,asante,orengo,19810901
rec-241-org,afr,m,ohon,shinganga,19680721
rec-242-org,afr,,afework,pienaar,19970930
rec-243-org,afr,f,nogomo,musgrove,
rec-244-org,afr,f,njora,williams,19471203
rec-245-org,afr,,charlize,,
rec-246-org,afr,f,daraja,olajuwon,19680913
rec-247-org,afr,m,bikitsha,hamanywa,19740915
rec-248-org,afr,,lalaina,adam,19540529
rec-249-org,afr,f,siyabonga,odegbami,19941228
rec-250-org,afr,,odikinyi,lisher,19500717
rec-251-org,afr,,sule,sutherland,19760509
rec-252-org,afr,m,chandah,sibeko,19680725
rec-253-org,afr,m,kahina,muyingo,19931115
rec-254-org,afr,f,wamboi,jochs,19440413
rec-255-org,afr,f,okaile,gultig,19530420
rec-256-org,afr,f,shirrell,uchechukwu,19550322
rec-257-org,afr,,koleo,,19840922
rec-258-org,afr,f,rehema,naden,19731226
rec-259-org,afr,f,kutisha,simutelo,19780913
rec-260-org,afr,,,babla,19740908
rec-261-org,afr,f,raphida,wyngaard,
rec-262-org,afr,m,chidi,wassung,19880921
rec-263-org,afr,,useni,knobel,19420219
rec-264-org,afr,m,alaba,michieka,19690511
rec-265-org,afr,f,kanai,lota,19781030
rec-266-org,afr,,seghada,snygans,19720130
rec-267-org,afr,m,yejude,peacock,19610912
rec-268-org,afr,f,leza,adouki,19740803
rec-269-org,afr,m,menkir,chikoti,19451203
rec-270-org,afr,,yamro,sinyinza,19450724
rec-271-org,afr,m,mosegi,ahmed,19800327
rec-272-org,afr,,kamowa,storm,19900628
rec-273-org,afr,f,hilzarie,mopela,19590912
rec-274-org,afr,f,makeda,kalale,19860119
rec-275-org,afr,,chinonso,rushforth,19910926
rec-276-org,afr,f,zahabu,holland,19930510
rec-277-org,afr,f,yacob,gouws,19491118
rec-278-org,afr,f,mekbib,tarbei,19961014
rec-279-org,afr,f,kosey,mbombo,
rec-280-org,afr,,itimu,njenga,19471017
rec-281-org,afr,,obinna,dube,19871107
rec-282-org,afr,f,haheaty,saluseki,19571204
rec-283-org,afr,,kelechi,chemabwai,19590529
rec-284-org,afr,f,edenauseg,paruk,19451020
rec-285-org,afr,f,amdegh,pattni,19720511
rec-286-org,afr,,dlewis,ogedegbe,19420804
rec-287-org,afr,,dsu,olando,19910628
rec-288-org,afr,,cherrise,obesere,19650117
rec-289-org,afr,f,,hyuha,19850521
rec-290-org,afr,f,luam,nsofwa,19671121
rec-291-org,afr,f,ogwanbi,guda,19430404
rec-292-org,afr,f,potlako,wellman,19620219
rec-293-org,afr,f,sithembile,ecoma,19610716
rec-294-org,afr,f,dejenie,abdulle,19910703
rec-295-org,afr,,muroki,kockott,19601017
rec-296-org,afr,f,osagwie,dibaba,19480309
rec-297-org,afr,f,cheiron,akula,19400213
rec-298-org,afr,f,oluchukwu,jegede,19440102
rec-299-org,afr,f,tekalgn,erlank,19920413
rec-300-org,afr,f,kwatefo,dabbadie,19960110
rec-301-org,afr,f,okey,chikonkota,19440715
rec-302-org,afr,f,nwaka,babatunde,19620928
rec-303-org,afr,f,shumba,ngoche,19420712
rec-304-org,afr,f,nomabaso,style,19630323
rec-305-org,afr,f,banny,gilbert,19861101
rec-306-org,afr,,mkadam,konyegwachie,19891007
rec-307-org,afr,m,monenga,bell,19950822
rec-308-org,afr,f,chimanga,monu,
rec-309-org,afr,f,omoruyi,lalang,
rec-310-org,afr,m,atuanya,stigant,19990711
rec-311-org,afr,f,yitna,,19520722
rec-312-org,afr,f,zalika,schluter,19950301
rec-313-org,afr,,milengalenga,sibanyama,19690622
rec-314-org,afr,m,djata,whall,20021121
rec-315-org,afr,f,olugbala,whytock,19460101
rec-316-org,afr,,nataki,macgillivray,
rec-317-org,afr,f,itri,imasiku,19610701
rec-318-org,afr,f,omarr,mbangweta,19970930
rec-319-org,afr,f,aoko,lagelu,19671206
rec-320-org,afr,m,nanyamka,miti,19840318
rec-321-org,afr,f,tambuzi,haruna,19660212
rec-322-org,afr,,chidi,moerdyk,19581029
rec-323-org,afr,f,yemi,ililonga,19541206
rec-324-org,afr,m,staajabu,goodyear,19520803
rec-325-org,afr,m,asilia,okwara,19760503
rec-326-org,afr,f,shandelle,njovu,
rec-327-org,afr,,laouey,nambwalu,19550222
rec-328-org,afr,f,uwanina,delange,
rec-329-org,afr,,chilemba,hugo,19740522
rec-330-org,afr,f,mwaka,ezekiel,19890928
rec-331-org,afr,f,ginikanwa,kalaluka,19840313
rec-332-org,afr,f,,lubilo,19570415
rec-333-org,afr,m,zahun,lagunju,19450401
rec-334-org,afr,f,kosey,lalchani,19450313
rec-335-org,afr,,wambui,makeche,19771015
rec-336-org,afr,,thulile,pillinger,19830724
rec-337-org,afr,f,amaka,mocke,19530404
rec-338-org,afr,f,munoru,gillies,19460219
rec-339-org,afr,f,thandiswa,senekal,19450816
rec-340-org,afr,f,makosa,zondo,19640903
rec-341-org,afr,f,uzodimma,demeillon,19461226
rec-342-org,afr,f,sherise,wildsmith,19430403
rec-343-org,afr,f,birago,pothas,
rec-344-org,afr,f,delaeden,kayanja,19800921
rec-345-org,afr,f,chotsani,lel,
rec-346-org,afr,f,foul,elumelu,19610629
rec-347-org,afr,f,tariku,,19931104
rec-348-org,afr,f,monisha,hulley,19400627
rec-349-org,afr,m,jashon,cambell,20011024
rec-350-org,afr,f,shakah,habulenzi,19480410
rec-351-org,afr,f,mpilo,ifejiagwa,19650901
rec-352-org,afr,f,amakai,klopper,19680618
rec-353-org,afr,f,abazza,shver,19870206
rec-354-org,afr,,kerchak,mkuu,19860415
rec-355-org,afr,m,seghen,rasaki,19771202
rec-356-org,afr,f,boakye,mbilila,19620219
rec-357-org,afr,m,rashaan,hackart,19561208
rec-358-org,afr,,udo,sibajene,19850104
rec-359-org,afr,f,dashi,ndubani,19560117
rec-360-org,afr,,ramat,abeylegesse,19690703
rec-361-org,afr,f,ozoemena,flowers,19911130
rec-362-org,afr,f,wemusa,mwatela,19830412
rec-363-org,afr,f,rabodo,leo,19841223
rec-364-org,afr,m,ikechukwu,nkhoma,19471205
rec-365-org,afr,f,mojisola,chelo,
rec-366-org,afr,m,hakim,hart,19460323
rec-367-org,afr,m,oby,callaghan,19440511
rec-368-org,afr,,iloabuchi,jawara,19611010
rec-369-org,afr,f,atsukpi,pistorius,
rec-370-org,afr,,angavu,nonini,19921112
rec-371-org,afr,f,ndegwa,schoultz,19840516
rec-372-org,afr,f,jimar,samai,19811126
rec-373-org,afr,,hissene,awany,19541018
rec-374-org,afr,m,biyogo,paladin,19580507
rec-375-org,afr,,rekik,kissinger,19650905
rec-376-org,afr,m,nomusa,nyumbu,19470805
rec-377-org,afr,f,safiyeh,timberlake,19480112
rec-378-org,afr,,ineke,makungu,19740212
rec-379-org,afr,f,makhanda,ohen,19930813
rec-380-org,afr,f,omeokachie,salami,
rec-381-org,afr,f,osita,omoduemuke,19970312
rec-382-org,afr,f,kezie,kaana,19950605
rec-383-org,afr,m,fiifi,aanyu,19440106
rec-384-org,afr,,bisrat,munatamba,
rec-385-org,afr,f,onyemaechi,kruger,
rec-386-org,afr,m,kirimi,owino,
rec-387-org,afr,f,kitengi,kimeu,19421017
rec-388-org,afr,f,yefu,warner,
rec-389-org,afr,f,marien,adigun,
rec-390-org,afr,f,hatshepsu,sitambuli,19650718
rec-391-org,afr,,lakech,sibanda,19490516
rec-392-org,afr,f,njeri,chipalo,19700118
rec-393-org,afr,f,aondohimba,hangombe,19480106
rec-394-org,afr,m,shazidi,onyilo,19781029
rec-395-org,afr,m,bahati,engelbrecht,19901214
rec-396-org,afr,f,adede,obaraku,19611216
rec-397-org,afr,m,ibeamaka,latz,19600325
rec-398-org,afr,f,siti,verdoes,19461225
rec-399-org,afr,m,bakari,gitau,19920222
rec-400-org,afr,f,edet,kaiche,20010408
rec-401-org,afr,f,jama,woyecha,19681003
rec-402-org,afr,f,teona,adetona,19631213
rec-403-org,afr,m,murathi,nangomba,19701014
rec-404-org,afr,f,abeni,chelelwa,19410319
rec-405-org,afr,f,lauana,ehrich,19490306
rec-406-org,afr,,mpingo,kiedo,19420903
rec-407-org,afr,f,leza,carpenter,19481028
rec-408-org,afr,,ngina,taitz,19520417
rec-409-org,afr,,murugi,mbogo,
rec-410-org,afr,m,shikah,saeed,19650422
rec-411-org,afr,f,amatetso,koni,19521119
rec-412-org,afr,f,olwethu,styger,19701223
rec-413-org,afr,f,angweng,kaleeba,19730222
rec-414-org,afr,f,mothudi,simuzingili,19760411
rec-415-org,afr,f,shahidi,pervis,19801115
rec-416-org,afr,f,chekandino,baddeley,19531017
rec-417-org,afr,m,simiya,tau,19790101
rec-418-org,afr,f,dibia,naude,19750122
rec-419-org,afr,f,oladele,tempelhoff,19430707
rec-420-org,afr,f,olufemi,kipterege,19730311
rec-421-org,afr,m,mennac,redsan,19851103
rec-422-org,afr,f,dzidodo,ochuodho,
rec-423-org,afr,f,chiku,vozor,19421225
rec-424-org,afr,f,mwangi,kalonji,
rec-425-org,afr,f,to,madhvani,19850706
rec-426-org,afr,f,mazipa,calmeyer,19941213
rec-427-org,afr,f,lesala,mosz,19970804
rec-428-org,afr,,boubacar,shawul,19540101
rec-429-org,afr,f,meqwran,theuri,19901014
rec-430-org,afr,f,uvatera,hoosen,19680810
rec-431-org,afr,f,amatetso,stotter,
rec-432-org,afr,f,akamafula,mugo,19810515
rec-433-org,afr,f,kandia,kabubu,19780903
rec-434-org,afr,f,muhashaham,anenih,
rec-435-org,afr,m,mwanje,veysie,19490613
rec-436-org,afr,f,botwe,adere,19690314
rec-437-org,afr,,kurwa,pithers,19690201
rec-438-org,afr,f,onani,mason,19490331
rec-439-org,afr,f,azomino,gikandi,19771211
rec-440-org,afr,f,aklilu,chitimukulu,19861031
rec-441-org,afr,f,achen,kafeero,
rec-442-org,afr,m,maarifa,alula,19620823
rec-443-org,afr,,aduda,randlehoff,19750724
rec-444-org,afr,,ghaysun,lockem,20011013
rec-445-org,afr,f,sittina,villiers,19820719
rec-446-org,afr,f,din,jawadu,19780412
rec-447-org,afr,f,murimi,ssali,19870312
rec-448-org,afr,f,kajombo,chavula,19871013
rec-449-org,afr,f,wrina,ntaulu,19701111
rec-450-org,afr,f,tsige,durbin,19991229
rec-451-org,afr,f,sekgoma,deysel,
rec-452-org,afr,f,milkias,etiebet,19620428
rec-453-org,afr,f,miata,wewejie,19470908
rec-454-org,afr,f,tabita,molema,19520620
rec-455-org,afr,f,dumisai,dunde,19680119
rec-456-org,afr,m,jahlani,hughes,19710718
rec-457-org,afr,f,bausi,hutton,19560131
rec-458-org,afr,f,hakika,abbey,19540128
rec-459-org,afr,,anapaanika,townsend,19431204
rec-460-org,afr,f,tekiyah,masakhalia,19440627
rec-461-org,afr,f,dofi,gelana,19730706
rec-462-org,afr,m,chinwendu,neumetzger,19670418
rec-463-org,afr,f,akins,mushala,19480325
rec-464-org,afr,f,mwamba,lyrikal,19950628
rec-465-org,afr,f,mawunyaga,mwangale,19610805
rec-466-org,afr,f,glele,kamade,19621111
rec-467-org,afr,f,joldia,shamenda,19530104
rec-468-org,afr,f,belay,malindima,19410722
rec-469-org,afr,m,colanda,cachalia,19410413
rec-470-org,afr,m,bezzi,ngcobo,19800325
rec-471-org,afr,f,mothudi,nsabila,19960621
rec-472-org,afr,f,lulu,ssozi,19400221
rec-473-org,afr,f,sigele,namaganda,19830628
rec-474-org,afr,f,liyongo,amin,19490618
rec-475-org,afr,m,boi,kiar,19810125
rec-476-org,afr,f,kiongozi,masaninga,19600624
rec-477-org,afr,,osagboro,,19940613
rec-478-org,afr,f,botwe,manchishi,19690821
rec-479-org,afr,,bandile,campher,19770622
rec-480-org,afr,,odakai,obare,20000306
rec-481-org,afr,f,okwukwe,tredgold,19861123
rec-482-org,afr,f,olufunke,mbaye,19631105
rec-483-org,afr,f,tazdayt,machemko,19730214
rec-484-org,afr,,myassa,xuma,
rec-485-org,afr,f,narkeasha,saayman,19760919
rec-486-org,afr,f,ajua,veal,19590701
rec-487-org,afr,f,chuguel,kamugisha,
rec-488-org,afr,f,againi,kokot,19561024
rec-489-org,afr,f,ambo,gomani,19750125
rec-490-org,afr,,obafemi,campbell,19550923
rec-491-org,afr,m,jengo,matiangi,19811014
rec-492-org,afr,f,majumi,steynberg,19950822
rec-493-org,afr,m,onwudiwe,perrin,19400426
rec-494-org,afr,f,agbenyaga,pachonik,19450210
rec-495-org,afr,f,tameeka,gates,19440414
rec-496-org,afr,m,darryxugwu,,19880124
rec-497-org,afr,f,ibada,nawangoma,19610315
rec-498-org,afr,f,abeba,letele,19801011
rec-499-org,afr,f,ure,kaite,19761206
rec-500-org,afr,,anenechukwu,mathee,19420701
rec-501-org,afr,f,kaphiri,zenke,19751003
rec-502-org,afr,f,chinue,nsofwa,19970608
rec-503-org,afr,f,darshelle,auriol,19400926
rec-504-org,afr,f,iroagbulam,khunwane,19931013
rec-505-org,afr,f,olufunke,hanslo,19920813
rec-506-org,afr,f,tafat,mvunga,19840726
rec-507-org,afr,f,nyawela,schluter,19850528
rec-508-org,afr,f,olamodi,chabala,19640927
rec-509-org,afr,f,wanjiku,dettmar,19430720
rec-510-org,afr,,idihi,odiah,20000424
rec-511-org,afr,f,mekonen,topley,19410903
rec-512-org,afr,,yohance,kangombe,19550327
rec-513-org,afr,f,tanabahi,kaputungu,19721010
rec-514-org,afr,f,adannaya,penn,19860715
rec-515-org,afr,f,nkruma,straus,
rec-516-org,afr,,esomchi,kiplagat,19781101
rec-517-org,afr,f,uvatera,chepyegon,
rec-518-org,afr,m,mwando,mbulo,19621025
rec-519-org,afr,f,yalew,mosaku,19780312
rec-520-org,afr,f,onaedo,chiwala,19520405
rec-521-org,afr,f,mwema,erogbogbo,19820207
rec-522-org,afr,f,yatuta,zaman,19840708
rec-523-org,afr,f,ajahn,shagaya,
rec-524-org,afr,f,koceila,mibey,19600902
rec-525-org,afr,f,chacha,ramasodi,19841224
rec-526-org,afr,f,,kgosana,19710607
rec-527-org,afr,f,brahim,ranguma,19450920
rec-528-org,afr,f,mlahwa,southey,19420402
rec-529-org,afr,m,simiyu,myburg,
rec-530-org,afr,,shacari,asfaw,19670706
rec-531-org,afr,f,idihi,maguire,19570505
rec-532-org,afr,m,mezegebu,ojaamong,
rec-533-org,afr,f,okera,akeredolu,19410602
rec-534-org,afr,,wangari,odibe,19830216
rec-535-org,afr,m,nmeregini,njongwe,19640319
rec-536-org,afr,f,chiemezie,waldek,19821119
rec-537-org,afr,,nadhari,schoenfeldt,19861004
rec-538-org,afr,f,njemile,kipkurui,19871023
rec-539-org,afr,,anyelwiswe,muse,19661116
rec-540-org,afr,,nafuma,moolla,19860210
rec-541-org,afr,f,olufunke,wylde,
rec-542-org,afr,f,zwelakhe,hayton,19700125
rec-543-org,afr,m,kumbukani,fasehun,19640205
rec-544-org,afr,m,iken,ntsele,19400122
rec-545-org,afr,f,fethee,okinda,19741220
rec-546-org,afr,f,simba,ntandabale,19870814
rec-547-org,afr,m,biubwa,habte,
rec-548-org,afr,m,onyinyechukwuka,moroka,19910318
rec-549-org,afr,f,nyambura,cheboiboch,19600722
rec-550-org,afr,m,kalititi,kearney,19760411
rec-551-org,afr,f,gamada,shadford,19651113
rec-552-org,afr,,tumbo,izuchukwuka,19610527
rec-553-org,afr,f,ikenna,nderitu,19920816
rec-554-org,afr,f,yami,geeringh,20020612
rec-555-org,afr,f,lateefa,starr,19580521
rec-556-org,afr,,nalungo,kleinkramer,19740415
rec-557-org,afr,f,amaka,edeh,19600916
rec-558-org,afr,m,satiya,litole,19621118
rec-559-org,afr,f,ayodele,salihu,19870515
rec-560-org,afr,f,suluhu,kapooria,19400531
rec-561-org,afr,,okone,masheke,19700821
rec-562-org,afr,,otobong,magagula,
rec-563-org,afr,m,wamochia,chileshe,19900317
rec-564-org,afr,f,mukiri,gazi,19500405
rec-565-org,afr,f,oluwasegu,mestern,19631008
rec-566-org,afr,f,nagesa,barsosio,19540218
rec-567-org,afr,f,maua,lesar,19830806
