rec_id, culture, sex, date_of_birth, given_name, surname, blocking_number
rec-504-org,   afr, m, , afolabi, reichert, 5
rec-1622-org,   afr, f, 19780919, nne, hamasowe, 1
rec-2628-org,   afr, f, 19520320, tekesha, williamson, 7
rec-1988-org,   afr, , 19360409, lyabo, tamu, 7
rec-3970-org,   afr, f, 19510105, nsombi, chiphwanya, 3
rec-3981-org,   afr, f, 19010520, marjani, gombwa, 7
rec-2340-dup-0, afr, , , juma ili, joubert, 3
rec-1133-org,   afr, f, 19771005, uchechukw, edoheart, 0
rec-1936-org,   afr, m, 19201211, citseko, moroto, 7
rec-3452-org,   afr, f, 19771026, chioma, kraucamp, 6
rec-2035-org,   afr, f, 19880627, zulan, , 5
rec-2782-org,   afr, f, 19160320, mawapanga, anyora, 7
rec-105-org,   afr, f, 19721205, lebechi, wheeldon, 0
rec-246-org,   afr, , 19341208, alemr, potharst, 7
rec-208-org,   afr, f, 19890107, chandelle, elias, 0
rec-360-dup-0, afr, f, 19980328, nkuku, d da, 9
rec-343-org,   afr, f, 19071231, mawunyo, bangwe, 3
rec-3921-org,   afr, f, 19060421, dumisani, ndilila, 7
rec-2336-org,   afr, f, 19910722, mawulolo, sheehan, 6
rec-3965-org,   afr, f, 19061022, kelinde, zeiler, 3
rec-2693-org,   afr, f, 19541104, ndulu, dubois, 5
rec-2491-org,   afr, f, 19680914, lindiwe, muungo, 9
rec-3559-org,   afr, f, 19250202, mwinyimkuu, kalaba, 2
rec-1747-org,   afr, f, 19230125, chukwuma, cele, 2
rec-1571-org,   afr, f, , keanjaho, adenihun, 8
rec-537-org,   afr, f, 19940801, mariatu, manning, 2
rec-1925-dup-0, afr, f, 19370201, aduda, mowz, 2
rec-3718-org,   afr, f, 19190224, manyara, museveni, 0
rec-486-org,   afr, f, 19440106, babatu, katambala, 2
rec-3132-org,   afr, m, 19440603, ghali, akinlade, 0
rec-1756-org,   afr, f, 19550612, okal, mortinson, 3
rec-2562-org,   afr, , 19850704, malkia, post, 5
rec-2461-dup-0, afr, f, , ur, caniford, 1
rec-1576-org,   afr, f, 19550806, yamikani, hatimbula, 3
rec-2256-org,   afr, m, 19420805, ksea, grafham, 8
rec-1471-org,   afr, m, , chiagozie, eguavoen, 7
rec-1503-org,   afr, f, 19990505, chinenye, obekpa, 0
rec-3212-org,   afr, f, 19860705, masamba, pereira, 3
rec-2551-dup-0, afr, f, 19380127, afy a, ikisikpo, 7
rec-147-org,   afr, f, 19210131, amma, kunda, 9
rec-3453-org,   afr, m, 19320221, mariame, mbulo, 9
rec-2775-org,   afr, f, 19600909, kale, gabonamong, 4
rec-985-org,   afr, , 19961121, ozoechina, okri, 8
rec-3195-org,   afr, f, 19790519, faida, uzochukwu, 5
rec-761-org,   afr, f, 19181205, tariouelt, mos, 8
rec-2058-org,   afr, f, 19511019, tumpe, graham, 9
rec-3585-org,   afr, , 19410813, odakor, odzaga, 7
rec-2819-org,   afr, f, 19890901, jenebi, warrington, 6
rec-1556-org,   afr, f, 19050825, tamela, wingham, 0
rec-3658-org,   afr, m, 19000114, sekla, mporokoso, 8
rec-3753-org,   afr, , 19590319, badru, sangwa, 3
rec-1168-org,   afr, f, 19420710, madaadi, cisse, 1
rec-2656-dup-0, afr, f, , ash, obita, 4
rec-949-org,   afr, f, 19481216, ogwanbi, thysse, 8
rec-2779-org,   afr, f, 19180819, edem, murgor, 3
rec-809-org,   afr, f, 19831112, kambina, munyonga, 0
rec-38-org,   afr, f, 19220314, jamali, aworet, 9
rec-2757-org,   afr, f, 19380115, ruusa, neutt, 0
rec-2616-org,   afr, m, 19561113, commie, carnie, 0
rec-2229-org,   afr, , 19880730, nkem, greifenstein, 0
rec-2933-org,   afr, f, 19480416, hiari, yego, 3
rec-3756-dup-0, afr, , 19071104, nufaika, mwach fi, 5
rec-2105-org,   afr, , 19101206, kinfu, haak, 2
rec-1713-org,   afr, f, 19520603, adaeze, scharneck, 9
rec-125-org,   afr, f, 19370117, belquis, afolahan, 6
rec-3873-org,   afr, , 19730120, yahcay, twigg, 5
rec-2799-org,   afr, m, , etana, jufar, 4
rec-2270-org,   afr, f, 19240628, sefanit, kivebulaya, 4
rec-538-org,   afr, f, 19380806, ozoemena, namo, 2
rec-3993-org,   afr, m, 19390629, chielo, obuh, 4
rec-2367-dup-0, afr, f, 19460124, nondud um, , 7
rec-2808-org,   afr, f, 19190130, olamodi, dannhauser, 1
rec-3702-dup-0, afr, f, 19891113, dsufo, mark am, 1
rec-2974-org,   afr, , 19610308, dini, sosan, 4
rec-2486-org,   afr, f, 19861109, safiyeh, townsend, 7
rec-3166-org,   afr, f, 19260701, esi, amanuel, 5
rec-2772-org,   afr, m, , rumbidzai, kyhne, 7
rec-2735-org,   afr, , , kebibi, netterberg, 4
rec-1426-org,   afr, f, 19311201, gbemisola, ferrier, 8
rec-2614-org,   afr, f, 19160326, dahia, carr, 0
rec-1864-org,   afr, f, 19630227, , mongala, 4
rec-742-org,   afr, m, 19050424, gula, vels, 0
rec-731-org,   afr, f, 19300512, onani, lockwood, 1
rec-3459-org,   afr, m, 19181023, baina, voltelin, 9
rec-870-dup-0, afr, f, 19690930, wangui, jepchu mba, 7
rec-2352-org,   afr, f, 19250227, aberash, habe, 4
rec-706-org,   afr, f, 19091225, ayikaitso, roarty, 2
rec-1309-org,   afr, f, 19370627, kagera, agbo, 1
rec-1739-org,   afr, m, , coujoe, padayachee, 1
rec-1229-org,   afr, m, 19210925, kwadwo, apochi, 8
rec-705-org,   afr, , 19920522, nomble, luke, 8
rec-2924-org,   afr, f, 19420224, meskerem, colaco, 6
rec-287-org,   afr, f, 19190104, okoro, demisse, 7
rec-1835-org,   afr, , 19540123, gulai, adam, 9
rec-1978-org,   afr, f, 19681004, nuru, jilombo, 7
rec-304-org,   afr, f, 19510806, maizah, stark, 7
rec-112-org,   afr, f, 19721123, dumisani, krog, 8
rec-33-dup-0, afr, f, , chidienel, emelieze, 2
rec-3613-dup-0, afr, , 19540910, jimoh, banta, 0
rec-21-org,   afr, , 19850828, wanyonyi, syadanga, 5
rec-2962-org,   afr, , 19251225, dabar, lekuton, 1
rec-869-org,   afr, , 19370301, okosida, mogale, 5
rec-320-org,   afr, m, 19240305, nkili, muriithi, 8
rec-2823-dup-0, afr, f, 19211012, irah, rubadiri, 7
rec-2006-org,   afr, m, 19650202, bambata, prollins, 9
rec-1979-org,   afr, m, 19150501, amaad, asiedu, 8
rec-1074-dup-0, afr, , 19760311, kike, maugeah, 4
rec-1363-org,   afr, , 19290606, luthuli, , 3
rec-635-dup-0, afr, , 19051224, amenay, mukisa, 6
rec-977-dup-0, afr, f, 19571201, afiia, sewale, 7
rec-2372-dup-0, afr, m, , zinzi, mam o, 7
rec-2828-org,   afr, , 19591022, gilamata, hayman, 3
rec-1425-org,   afr, , , mtafiti, terblanche, 7
rec-3097-org,   afr, m, 19170311, taneesha, akashambatwa, 4
rec-5-org,   afr, f, 19040321, dashika, koegelenberg, 4
rec-3006-org,   afr, , 19000117, oladunni, kalibanje, 9
rec-377-org,   afr, f, 19321108, juwayria, jepkoech, 8
rec-3565-dup-0, afr, , 19431107, nyaguthii, beautah, 8
rec-3655-dup-0, afr, f, 19270120, osinachi, zibowu, 4
rec-314-org,   afr, f, 19030526, amatetso, haydar, 7
rec-1355-org,   afr, , , mwamini, konkola, 1
rec-630-org,   afr, f, 19120910, cheiron, dorrington, 4
rec-2795-org,   afr, f, 19070630, ntombentl, penderis, 8
rec-13-dup-0, afr, f, 19541226, chukwuem ka, milne, 2
rec-1617-org,   afr, , , jayvyn, lemma, 3
rec-1965-org,   afr, f, 19550315, panyin, kamala, 2
rec-1251-org,   afr, f, 19501217, tulivu, eagleton, 0
rec-1733-dup-0, afr, , 19411126, kasiku, banchae, 3
rec-1765-org,   afr, f, 19550801, mulumba, kororia, 4
rec-3077-org,   afr, m, , zahun, molla, 6
rec-3763-org,   afr, f, 19880108, seun, windell, 9
rec-2193-dup-0, afr, , 19940813, matund, sebestyanos, 4
rec-2665-org,   afr, f, 19230219, nabelung, govender, 2
rec-3482-org,   afr, f, , yonkela, sekitoleko, 1
rec-602-org,   afr, f, 19701126, , ayinla, 1
rec-192-org,   afr, m, 19860819, tariwelt, naidu, 5
rec-2288-org,   afr, , 19790913, saran, willcocks, 8
rec-3001-org,   afr, , 19040213, asharia, mwiika, 9
rec-1484-org,   afr, , , mpondombini, quashi, 8
rec-553-org,   afr, f, 19840221, adwoa, bedi, 1
rec-2471-dup-0, afr, f, 19500127, cizoba, degineh, 0
rec-1193-org,   afr, , , bupa, adesanya, 9
rec-973-org,   afr, f, 19021008, urtilan, hlatshwayo, 6
rec-3274-org,   afr, , 19610803, tinofa, kirop, 1
rec-1753-org,   afr, , 19800415, mgbeke, scotton, 4
rec-3028-org,   afr, f, 19570223, fayola, neto, 3
rec-1002-org,   afr, f, 19391001, sikambagi, finglas, 4
rec-2333-org,   afr, f, , finidi, pletschke, 0
rec-2639-org,   afr, f, 19751221, mundhir, byandaala, 4
rec-2580-org,   afr, m, 19590328, antron, mboole, 2
rec-2005-org,   afr, , 19470913, kimathi, bulaya, 8
rec-2981-org,   afr, f, 19480209, mojisola, lenshina, 9
rec-1277-org,   afr, , 19990707, myassa, oshaniwa, 3
rec-1662-org,   afr, f, 19970211, beza, koenraads, 9
rec-634-dup-0, afr, , 19770626, anenechuk, jhange, 6
rec-2146-org,   afr, , 19270930, ekenedilichukwu, chesang, 7
rec-3480-org,   afr, f, 19540306, zinachukw, mwema, 9
rec-354-org,   afr, f, 19980319, abdou, chiedozie, 1
rec-3109-org,   afr, f, 19250407, maidei, ejindu, 4
rec-1137-org,   afr, f, 19750823, malaika, adugna, 8
rec-2523-org,   afr, , 19130318, akawel, ras, 0
rec-2526-org,   afr, f, 19530325, chanterel, rust, 8
rec-2748-org,   afr, f, 19420203, obaseki, makamba, 8
rec-2577-org,   afr, f, 19201220, kario, , 2
rec-2642-org,   afr, , 19490502, elfenesh, redsan, 4
rec-3955-org,   afr, m, 19780606, siupa, gichuki, 8
rec-917-dup-0, afr, f, , maryamu, ka , 3
rec-565-org,   afr, , 19370903, adedoyin, ivey, 0
rec-1304-org,   afr, f, 19480326, mutonyi, larey, 4
rec-2787-org,   afr, f, 19450116, youssou, pickersgill, 8
rec-1523-org,   afr, f, 19290310, fenda, maiyo, 3
rec-1779-org,   afr, f, , omitowade, diop, 2
rec-2219-org,   afr, f, 19730611, motlatsi, morehen, 5
rec-3471-org,   afr, , 19990208, phillimon, oyedepo, 4
rec-2108-org,   afr, f, 19100617, nwokike, radebe, 2
rec-2407-org,   afr, , 19960411, emojung, skea, 0
rec-821-dup-0, afr, , 19210605, cheri , mutunga, 0
rec-129-org,   afr, f, 19920526, chandelle, leshina, 2
rec-656-org,   afr, m, 19991118, chikae, wildsmith, 5
rec-2007-org,   afr, f, 19530410, iyasu, nyammo, 5
rec-3988-org,   afr, f, 19670917, urunna, willemans, 8
rec-3233-org,   afr, , 19930323, maulana, obafemi, 0
rec-1075-org,   afr, f, 19110315, kibasila, ntombela, 0
rec-3216-dup-0, afr, , 19691213, osagwie, turston, 9
rec-2444-dup-0, afr, , 19900206, tadlw, ajilore, 2
rec-1968-org,   afr, f, 19620104, demessie, pugin, 5
rec-863-org,   afr, , 19060618, zagwe, mukelebai, 0
rec-3112-org,   afr, , 19940108, mwai, knaus, 4
rec-2538-org,   afr, f, 19540624, ebere, nwoke, 4
rec-2573-org,   afr, f, 19711213, olaniyan, aland, 9
rec-1228-org,   afr, f, 19301206, bitisurur, sweetnam, 3
rec-1039-org,   afr, f, 19220520, tandra, onibiyo, 6
rec-3566-org,   afr, m, , babu, poultney, 1
rec-3441-org,   afr, , 19810208, nyapal, shumi, 9
rec-803-dup-0, afr, f, , yidir, xongwe, 8
rec-3182-org,   afr, f, 19660713, masika, kaburu, 0
rec-2035-dup-0, afr, f, 19880627, zula n, , 5
rec-922-dup-0, afr, f, 196 51113, sipho, geyer, 1
rec-655-org,   afr, f, 19640516, adede, fisher, 4
rec-2543-org,   afr, m, 19651128, chidinma, kayira, 5
rec-1709-org,   afr, f, 19510924, seifu, regassa, 3
rec-641-org,   afr, f, 19430926, oraefo, bahaina, 3
rec-3709-dup-0, afr, f, 19820925, oke, vaal, 2
rec-3028-dup-0, afr, f, 19570223, fay la, neto, 3
rec-770-dup-0, afr, , 19961114, kanz i, diro, 7
rec-3098-org,   afr, , 19290808, chitsime, nhlema, 6
rec-672-org,   afr, f, 19251022, dumetochukwu, chepkemei, 4
rec-1373-org,   afr, f, , nwakego, naiambana, 0
rec-3585-dup-0, afr, , 1941 813, odakor, odzaga, 7
rec-1616-org,   afr, f, , olabunmi, eseme, 1
rec-3659-dup-0, afr, m, 19750828, muriithi, chilipa mushi, 9
rec-3830-org,   afr, m, 19050407, kabonero, mumeka, 6
rec-3113-org,   afr, , , tapiwa, watt, 0
rec-3728-dup-0, afr, , 19991124, kampihe, tewet, 0
rec-3349-org,   afr, f, 19600926, urge, falconer, 9
rec-419-org,   afr, m, 19330205, habte, fisk, 1
rec-3636-org,   afr, f, , gathee, masenke, 2
rec-1869-dup-0, afr, f, 19464822, kawaida, omeili, 0
rec-841-dup-0, afr, m, 19351216, gilam ta, jhala, 0
rec-1178-org,   afr, m, 19010228, , baruwa, 3
rec-1656-org,   afr, f, 19760309, semanda, buhari, 6
rec-1750-org,   afr, f, 19061004, nkunda, owino, 5
rec-1255-org,   afr, f, 19010714, peyisai, habte, 4
rec-2359-org,   afr, m, 19450910, raheed, munakupya, 5
rec-3371-org,   afr, m, 19281022, , namo, 6
rec-1525-org,   afr, , 19440807, charlize, luchenje, 4
rec-1970-org,   afr, f, 19200723, ayite, gyasi, 7
rec-2878-org,   afr, , 19770520, nantale, louwrens, 1
rec-3823-org,   afr, f, 19871023, kyereti, baiya, 0
rec-1300-dup-0, afr, f, 19680213, aruzi, whittel, 6
rec-1316-org,   afr, f, 19580127, keenyn, cannon, 2
rec-2430-dup-0, afr, f, , ineke, wanjila, 8
rec-1494-org,   afr, f, 19590716, kunto, krynauw, 3
rec-1354-org,   afr, , 19970127, maizah, okeke, 8
rec-41-org,   afr, f, 19070629, zola, chibiliti, 9
rec-1808-org,   afr, m, 19280222, idrissa, lemani, 0
rec-998-org,   afr, m, 19450309, lamia, zimba, 0
rec-2557-dup-0, afr, f, 19710705, na r, mulugeta, 9
rec-1877-org,   afr, m, 19910211, micere, sowande, 0
rec-3296-dup-0, afr, m, , mu nene, obote, 2
rec-1369-org,   afr, f, 19990123, hamdaan, shamakamba, 9
rec-3046-dup-0, afr, f, 19740325, chidi bere, opoku, 0
rec-835-org,   afr, , 19760427, awal, samsodien, 9
rec-2096-dup-0, afr, f, 19250914, shafils una, carmichael, 0
rec-3219-org,   afr, , 19870707, wangui, zonga, 7
rec-241-org,   afr, f, 19670408, ukamaka, nee, 6
rec-3606-org,   afr, f, 19200107, nyanjera, momba, 4
rec-795-org,   afr, f, 19231218, amondi, store, 9
rec-719-org,   afr, f, 19610318, masimong, munro, 5
rec-1507-org,   afr, f, 19980925, laweye, tremper, 7
rec-1881-org,   afr, , 19390629, nomazizi, baird, 4
rec-552-org,   afr, f, 19370424, danladi, nkomo, 2
rec-166-org,   afr, f, 19190820, amur, tunkara, 6
rec-603-org,   afr, m, 19960316, chiedza, avon, 9
rec-2723-org,   afr, m, 19461012, mphatso, kabaireho, 5
rec-3117-dup-0, afr, , 19720112, shomari, kam i, 7
rec-215-dup-0, afr, f, 19240921, jasgaun, okurut, 1
rec-1707-org,   afr, f, 19430304, mahamoud, silwimba, 5
rec-3961-org,   afr, , 19690831, takatifu, ezimora, 2
rec-1208-dup-0, afr, f, 19220108, amy, laporte, 1
rec-3456-org,   afr, f, 19490712, taffounnout, mwatela, 8
rec-2371-org,   afr, f, 19240914, iruka, amouzou, 2
rec-3432-org,   afr, f, 19240313, mukiri, mwamzandi, 6
rec-3545-org,   afr, f, 19191026, dydia, lawrence, 0
rec-733-org,   afr, , 19281219, kambiri, voges, 2
rec-1196-org,   afr, f, 19851227, esomchi, getkate, 9
rec-3366-dup-0, afr, f, 19641017, malebogo, madg , 4
rec-709-dup-0, afr, , 19260921, ayockunle, molaoa, 5
rec-3263-org,   afr, f, 19900114, tenneh, mwima, 4
rec-212-org,   afr, f, 19320512, mutoniuwa, walbrugh, 8
rec-699-org,   afr, , 19180807, odakor, verjee, 5
rec-1742-org,   afr, f, , ibada, owiti, 7
rec-1561-org,   afr, f, 19980218, nneka, fikadu, 4
rec-2193-org,   afr, , 19940813, matunde, sebestyanos, 4
rec-1918-org,   afr, , 19020413, thuraia, chiyala, 3
rec-3135-org,   afr, , 19041119, uuka, esayias, 2
rec-104-org,   afr, f, 19091224, ugochukwu, wedderburn, 9
rec-3081-org,   afr, f, 19230218, uchechukwu, dawodu, 3
rec-1140-org,   afr, f, 19100505, bisrat, isaneez, 0
rec-3979-dup-0, afr, f, 19360119, lukala, asare, 4
rec-3732-org,   afr, f, 19611226, obiageli, pratley, 1
rec-2950-org,   afr, f, 19350629, adama, dahms, 3
rec-1986-org,   afr, m, 19560818, fanta, hillier, 3
rec-3406-org,   afr, f, 19951015, omodele, jesani, 1
rec-3524-org,   afr, f, 19710517, mwanakham, okubamicael, 3
rec-2804-org,   afr, f, , saran, mwalwanda, 0
rec-1991-org,   afr, f, , ajo, ameh, 3
rec-2502-dup-0, afr, f, 19329809, kutisha, marangu, 2
rec-1810-org,   afr, m, 19131226, miruts, cebekhulu, 6
rec-2083-org,   afr, f, 19700123, kanzi, priestley, 8
rec-28-dup-0, afr, , 19780 28, shujaa, callaway, 8
rec-1240-dup-0, afr, f, 19340402, muthengi, wal s, 1
rec-2956-org,   afr, f, 19850910, namwaka, rethman, 6
rec-3731-org,   afr, m, , okone, kubisa, 0
rec-2267-org,   afr, f, 19450715, igmi, tsege, 4
rec-2575-org,   afr, f, 19910204, jashon, edoheart, 2
rec-302-dup-0, afr, f, 19410523, tipili, gibbon, 7
rec-981-org,   afr, m, 19130705, maitho, kabonero, 7
rec-1831-org,   afr, f, 19491102, tionge, ngwisha, 4
rec-927-org,   afr, f, 19740225, yorko, zietlow, 1
rec-3637-org,   afr, , 19840719, maaouya, geldenhuizen, 4
rec-3501-org,   afr, f, 19240322, kasinda, laboso, 0
rec-3368-org,   afr, f, 19840920, meria, frick, 7
rec-2631-dup-0, afr, , 19790204, kyalambok, jaff er, 3
rec-1271-org,   afr, f, 19301022, , adedibu, 2
rec-3810-org,   afr, m, , niara, chimera, 3
rec-2370-org,   afr, f, , penjani, chilengi, 4
rec-3781-org,   afr, f, 19240618, ajuma, opiyo, 3
